captions
"[['A video of a famous TV talk show.'], ['A photo of a comedy club']]"
"[['A man singing and dancing in an elevator while people watch.'], ['A photo of a person']]"
"[['A goat attacking a man who is fighting back.'], ['A photo of a lion']]"
"[['A vehicle is showcased with its details provided by Carfax.'], ['A photo of a house']]"
"[['This is Thor from the Avengers standing up.'], ['A photo of a running']]"
"[['A man is giving instructions on how to do something in Windows.'], ['A photo of a smartphone']]"
"[['A woman dancing around in a music video.'], ['A photo of a piano']]"
"[['Someone is creating beautiful pictures by drawing.'], ['A photo of a painting']]"
"[['A person is gesturing towards food on a plate.'], ['A photo of a piano']]"
"[['The video shows people watching a performance.'], ['A photo of a singer']]"
"[['A woman is giving a demo for a baby trolley.'], ['A photo of a man']]"
"[['A list of people involved in making the documentary.'], ['A photo of a music']]"
"[['A woman is making some playdough.'], ['A photo of a toy']]"
"[['Sports vine clips of basketball are shown in the video.'], ['A photo of a football']]"
"[['Two men are talking about social issues.'], ['A photo of a woman']]"
"[['A group of people talking to each other.'], ['A photo of a song']]"
"[['A play production of Sleeping Beauty is being promoted.'], ['A photo of a violence']]"
"[['One guy is trying to climb a rope while another times him.'], ['A photo of a ice skating']]"
"[['Fox newscasters discussing Chris Christie and his poll numbers.'], ['A photo of a guitar']]"
"[['A man walking into a room with two kids wearing red helmets.'], ['A photo of a woman']]"
"[['Barbecued cheese bacon burgers are displayed.'], ['A photo of a pizza']]"
"[['A man with a tie looking at another man.'], ['A photo of a car']]"
"[['A compilation of different videos of vines.'], ['A photo of a text']]"
"[['A man is very excited about something.'], ['A photo of a sleep']]"
"[['A video that has different kinds of sports in it.'], ['A photo of a book']]"
"[['A man is talking about the Mormon game.'], ['A photo of a fishing']]"
"[['A person is cooking up some food.'], ['A photo of a fry']]"
"[['A group of women singing together.'], ['A photo of a football']]"
"[['A person scrolling through their computer looking at a celebrity.'], ['A photo of a beach']]"
"[['Different women in colorful clothing model their outfits on a runway for a fashion show.'], ['A photo of a dance']]"
"[['A man is cooking in a kitchen and says he will return later to finish the dish.'], ['A photo of a bathroom']]"
"[['A young girl is showing how to apply makeup.'], ['A photo of a hairdresser']]"
"[['A princess tries to keep her composure in front of Malificent.'], ['A photo of a boy']]"
"[['A man talks to the camera in his backyard preparing to skin a snake.'], ['A photo of a motorcycle']]"
"[['A woman is showing how to make chitlins.'], ['A photo of a cake']]"
"[['A rock band is making a music video.'], ['A photo of a instrument']]"
"[['A guy in a t-shirt singing a song while playing the guitar.'], ['A photo of a chair']]"
"[['A montage of rugby games, different games.'], ['A photo of a beach']]"
"[['A woman playing instruments in a field for a music video.'], ['A photo of a hockey']]"
"[['Bill Murray is being interviewed by David Letterman about his past roles.'], ['A photo of a dog']]"
"[['The men are being filmed in the darkness.'], ['A photo of a happiness']]"
"[['The scene in the net is explained.'], ['A photo of a sleep']]"
"[['Colorful cartoon cars smile, talk and drive down a city road.'], ['A photo of a car']]"
"[['A baseball player is swinging and hitting a ball.'], ['A photo of a bicycle']]"
"[['A slideshow of pictures of women models with a woman speaking.'], ['A photo of a man']]"
"[['News reporters discussing the strange sight seen in part of San Diego.'], ['A photo of a radio']]"
"[['A church choir is performing in the video.'], ['A photo of a stadium']]"
"[['A video of couples discussing the logic behind movie scenes.'], ['A photo of a book']]"
"[['Several different sports clips are shown with music.'], ['A photo of a swim']]"
"[['A woman is talking about a new video game.'], ['A photo of a swim']]"
"[['A guy is barbequeing some potatoes.'], ['A photo of a woman']]"
"[['The male hosts of the TV show review program are discussing the performance and continued airing of Star Trek.'], ['A photo of a woman']]"
"[['A news anchor is interviewing a person on screen.'], ['A photo of a book']]"
"[['A woman dances in the background while a guy stands still.'], ['A photo of a hospital']]"
"[['People are crossing the street on a busy road.'], ['A photo of a book']]"
"[['A girl is dressed up in a bright wig.'], ['A photo of a car']]"
"[['A person juggling sticks at the top of a snowy mountain.'], ['A photo of a bicycle']]"
"[['A man talks about the making of the movie Avatar.'], ['A photo of a spaceship']]"
"[['A woman wearing a swimsuit jumps into the water and removes the suit.'], ['A photo of a person']]"
"[['A video of guys playing Minecraft.'], ['A photo of a woman']]"
"[['A person is playing a video game.'], ['A photo of a console']]"
"[['A demonstration on how to prepare something in a microwave.'], ['A photo of a grill']]"
"[['A man is playing video games with a very intense look on his face.'], ['A photo of a person']]"
"[['Clouds and fog obscure the view of a boat and water.'], ['A photo of a desert']]"
"[['An animated grey shark rotating in a circle on a blue water simulation background on a monitor screen.'], ['A photo of a pizza']]"
"[['An animal is tossing a piece of junk.'], ['A photo of a reality tv']]"
"[['A car that has been wrecked and is no longer in good condition.'], ['A photo of a bike']]"
"[['Two characters glaring at each other outside under a menacing sky.'], ['A photo of a comedy']]"
"[['A pond surrounded by lush green hills.'], ['A photo of a desert']]"
"[['A woman talking about different pictures next to her.'], ['A photo of a music']]"
"[['THERE ARE SOME NUMBERS THAT ARE ON THE SCREEN'], ['A photo of a book']]"
"[['A man is talking about the new smartphones.'], ['A photo of a person']]"
"[['Video game footage from Call of Duty Black Ops of a killing spree.'], ['A photo of a painting']]"
"[['A woman is showing how to paint nails.'], ['A photo of a dance']]"
"[['A slideshow with captions is playing.'], ['A photo of a guitar']]"
"[['A movie scene of little boys inside a water flowing in the forest.'], ['A photo of a park']]"
"[['A man speaking about a yellow sports car.'], ['A photo of a plane']]"
"[['A man talking about oxides in bulk form.'], ['A photo of a book']]"
"[['A chef stirring ingredients in a pan.'], ['A photo of a baking']]"
"[['A man picking out a vehicle from a trailer.'], ['A photo of a bicycle']]"
"[['A boy is playing with his dump truck.'], ['A photo of a ball']]"
"[['Quotes and pictures of George Bernard Shaw and Vincent van Gogh with a voice over artist.'], ['A photo of a music']]"
"[['A number of different TV show clips are shown.'], ['A photo of a song']]"
"[['A woman speaks to a man in an interview.'], ['A photo of a mannequin']]"
"[['A man is showing someone how to play a video game.'], ['A photo of a person']]"
"[['Tennis players in blue and red shirts playing tennis at night in a tennis court.'], ['A photo of a golf']]"
"[[""Two men talking with children's voices.""], ['A photo of a fight']]"
"[['Three soccer balls in a field with three men in black athletic clothes trying to score a goal.'], ['A photo of a basketball']]"
"[['A man and woman watching the news which shows an area filled with smoke while someone films the scene.'], ['A photo of a radio']]"
"[['A guy with glasses standing next to some signs.'], ['A photo of a woman']]"
"[['A rock band is playing on the stage.'], ['A photo of a orchestra']]"
"[['The animals are eating food and enjoying each other.'], ['A photo of a running']]"
"[['Someone is assembling a small Hello Kitty oven toy.'], ['A photo of a car']]"
"[['A guy in a black shirt is presenting data on a TV screen.'], ['A photo of a phone']]"
"[['some people are talking on the screen'], ['A photo of a boat']]"
"[['A woman speaks while the sound of peaceful music is heard in the background as mountains are seen in the distance.'], ['A photo of a desert']]"
"[['some girls are practicing some gymnastics'], ['A photo of a beach']]"
"[['A man gives a brief preview of how the movie is starting.'], ['A photo of a painting']]"
"[['A bride with an elderly man in formal attire.'], ['A photo of a child']]"
"[['A man feeding a monkey with his hand guiding the food.'], ['A photo of a dog']]"
"[['A movie trailer with people on a beach.'], ['A photo of a city']]"
"[['A woman is talking about facial care products.'], ['A photo of a woman']]"
"[['The judges are thinking about what to do with the game.'], ['A photo of a play']]"
"[['The flight is shaky as the pilots try to land with the air open.'], ['A photo of a ship']]"
"[['A woman is being interviewed about her role in a protest in Brazil.'], ['A photo of a tree']]"
"[['The crowd is cheering at the stadium.'], ['A photo of a tennis']]"
"[['A man with a very red looking nose.'], ['A photo of a eye']]"
"[['A woman is talking about horse racing.'], ['A photo of a video game']]"
"[['A woman is mixing nail polish and adding an egg.'], ['A photo of a snowboard']]"
"[['A man is shot in the face in a video.'], ['A photo of a peace']]"
"[['A man driving a car while talking about it.'], ['A photo of a boat']]"
"[['A little girl is doing some gymnastics.'], ['A photo of a person']]"
"[['Colored lights and pictures of people fade in and out of view.'], ['A photo of a woman']]"
"[['Basketball highlights of players scoring'], ['A photo of a soccer']]"
"[['A vehicle is riding dangerously through the forest.'], ['A photo of a car']]"
"[['A cartoon that is about martial arts.'], ['A photo of a movie']]"
"[['Several groups of people kayaking on a waterway.'], ['A photo of a soccer']]"
"[['A TV channel called How to Cook Great Food.com is showing how to prepare a dish.'], ['A photo of a chicken']]"
"[['A player shooting a basketball into the basket from a distance.'], ['A photo of a football']]"
"[['A computer animation using the Source Engine.'], ['A photo of a dragon']]"
"[['A man looking at the battery of a computer.'], ['A photo of a person']]"
"[['A woman is talking about a white tank top.'], ['A photo of a shoe']]"
"[['A cartoon woman sitting on a horse speaking quietly.'], ['A photo of a elephant']]"
"[['A cartoon girl and animal jumping on a male with a girls image on the screen.'], ['A photo of a car']]"
"[['A person advocates for education among the populace in an interview.'], ['A photo of a computer']]"
"[['A girl is checking her Twitter on her phone.'], ['A photo of a walk']]"
"[['A man is driving a motorcycle in a video game.'], ['A photo of a car']]"
"[['Spongebob is talking to Patrick while holding a butterfly net.'], ['A photo of a person']]"
"[['A man is talking about business.'], ['A photo of a piano']]"
"[['A man is running around and playing his guitar.'], ['A photo of a piano']]"
"[['A song from the movie Beauty and the Beast is playing.'], ['A photo of a surgical']]"
"[['A man is playing baseball in the video.'], ['A photo of a football']]"
"[['A man speaking to children in a classroom.'], ['A photo of a dance']]"
"[['A woman is interviewed on a TV talk show.'], ['A photo of a background music']]"
"[['Two women outside talking in a foreign language.'], ['A photo of a silence']]"
"[['A machine drilling holes in a section of metal piping.'], ['A photo of a melt']]"
"[['An animated squid on a bike looking up at a tree house.'], ['A photo of a car']]"
"[['a football player that is holding a football'], ['A photo of a swim']]"
"[['A man and woman standing in a kitchen cooking.'], ['A photo of a library']]"
"[['A cartoon with two dogs talking to a bird.'], ['A photo of a song']]"
"[['News is breaking about the marijuana business not growing as well as expected.'], ['A photo of a forest']]"
"[['The band is playing on the stage and filling the air with sound.'], ['A photo of a silence']]"
"[['A guy is reporting on some complex news.'], ['A photo of a movie']]"
"[['A man in a suit and a woman wearing brown delivering the news.'], ['A photo of a wedding']]"
"[['A man with brown hair singing a song.'], ['A photo of a microphone']]"
"[['The guys are trying out some ice cream.'], ['A photo of a drum']]"
"[['A comedy skit featuring a DC Comics character named Vane.'], ['A photo of a running']]"
"[['A woman sits with her baby while two people talk.'], ['A photo of a person']]"
"[['A man is seen wearing a cap in the video.'], ['A photo of a sail']]"
"[['A police officer pulling a gun at a swimming pool.'], ['A photo of a doctor']]"
"[['A crowd of people sitting next to each other as one man plays a video game.'], ['A photo of a book']]"
"[['An older blind woman talking to a girl named Lilly.'], ['A photo of a person']]"
"[['A video of a football match between the USA and Japan.'], ['A photo of a basketball']]"
"[['Friends enjoying a meal together without a television.'], ['A photo of a tv']]"
"[['A boy is singing in the video.'], ['A photo of a dance']]"
"[['A cartoon character is about to ride a bicycle.'], ['A photo of a car']]"
"[['A girl holding up a pack of toy building blocks.'], ['A photo of a doll']]"
"[['A person is going through the menus of a computer program.'], ['A photo of a video game']]"
"[['A man pointing a gun at a woman in a room.'], ['A photo of a knife']]"
"[['A person in a white dress standing by a whiteboard explaining a topic to a group of people on screen.'], ['A photo of a listen']]"
"[['A woman is singing while pouring drinks.'], ['A photo of a ice cream']]"
"[['A man talks about ways to make learning easier for kids with a school in the background.'], ['A photo of a car']]"
"[['A movie scene with Morgan Freeman and men in armor running.'], ['A photo of a helicopter']]"
"[['Two guys are wrestling each other in a competition.'], ['A photo of a hiking']]"
"[['A video of different kinds of cars.'], ['A photo of a bike']]"
"[['A video about a shark attack with pictures of a beach.'], ['A photo of a lion']]"
"[['A number of different sports being played.'], ['A photo of a sleep']]"
"[['A man talking about a space project called Adam.'], ['A photo of a woman']]"
"[['A man providing commentary on a current event television show.'], ['A photo of a guitar']]"
"[['Two men talking while eating hot dogs.'], ['A photo of a drink']]"
"[['Two women are hugging and holding each other.'], ['A photo of a gun']]"
"[['A cute girl with nice headgear standing in a room talking through a microphone.'], ['A photo of a playing']]"
"[['People are playing basketball with each other.'], ['A photo of a football']]"
"[['A naked child is running through a field.'], ['A photo of a city']]"
"[['A group of Indian guys meeting on a rainy bridge.'], ['A photo of a sun']]"
"[['An Indian woman applying makeup between tresses of her hair.'], ['A photo of a person']]"
"[['an astronaut is looking at a flag'], ['A photo of a car']]"
"[['A girl is on The Voice.'], ['A photo of a sing']]"
"[['A pop singer singing from a step with the video in double vision.'], ['A photo of a book']]"
"[['A video of scenes from a romantic film.'], ['A photo of a person']]"
"[['A girl wearing a blue dress sitting and speaking in front of a television screen displaying a still image of a man in a black shirt.'], ['A photo of a house']]"
"[['Somebody slicing a white onion with a sharp knife on a table.'], ['A photo of a baking']]"
"[['A child singing on stage with enthusiasm.'], ['A photo of a guitar']]"
"[['A guy talks over loud music at the end of a YouTube video.'], ['A photo of a person']]"
"[['Some lego stormtroopers in a facility.'], ['A photo of a bicycle']]"
"[['A group of three kids singing a song.'], ['A photo of a dance']]"
"[['Women of a foreign nation comb their hair and perform in traditional costumes.'], ['A photo of a beach']]"
"[['A CNN report is talking about their dogs.'], ['A photo of a cat']]"
"[['A lady is trying to ride a bicycle but falls.'], ['A photo of a motorbike']]"
"[['A woman is introducing someone in the video.'], ['A photo of a person']]"
"[['A woman speaks about sci-fi and fantasy disasters.'], ['A photo of a person']]"
"[['A foul mouthed chef is showing a vegetable recipe.'], ['A photo of a meat']]"
"[['A group of women singing and dancing together.'], ['A photo of a book']]"
"[['A person is driving in a car.'], ['A photo of a dance']]"
"[['A person driving a black car down a street at a high speed.'], ['A photo of a person']]"
"[['A woman preparing a duck to roast.'], ['A photo of a cake']]"
"[['A woman is making some lasagna.'], ['A photo of a pizza']]"
"[['Many people are walking in a shopping mall and computer shops are displaying their products on screens.'], ['A photo of a bike']]"
