correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
1,This video features magnetism,This video does not feature magnetism,This video does not feature gravity,"This video features magnetism, but not weight lifting",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7610.mp4
3,"This video features anger, but not ingredients",This video features anger,This video does not feature cooking,This video does not feature anger,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7911.mp4
0,"This video features cooking, but not frying",This video does not feature mixing,"This video features frying, but not cooking",This video features frying,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8656.mp4
1,This video features women,This video does not feature women,"This video features women, but not playing",This video does not feature volleyball,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8660.mp4
3,This video does not feature video games,"This video features board games, but not commentary",This video features board games,This video does not feature board games,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7766.mp4
1,"This video features ballet, but not backflips",This video features gymnastics and backflips,This video does not feature gymnastics,This video features ballet,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8267.mp4
0,"This video features alpacas, but not zebras","This video features zebras, but not alpacas",This video features zebras,This video does not feature animals,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9339.mp4
0,This video features interview and us china strategic and economic dialogue,"This video features sports, but not us china strategic and economic dialogue",This video features sports,This video does not feature interview,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7613.mp4
3,This video features wedding,This video does not feature woman,"This video features wedding, but not stairs",This video does not feature wedding,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7822.mp4
0,This video does not feature basketball,This video does not feature music video,This video features basketball,"This video features basketball, but not singing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8305.mp4
3,This video does not feature video game,This video features reading,"This video features reading, but not shooting",This video does not feature reading,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8788.mp4
3,This video does not feature car,"This video features accidents, but not features",This video features accidents,This video features car and features,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9514.mp4
3,This video does not feature woman flying,This video features man,"This video features man, but not snowy landscape",This video features woman flying and snowy landscape,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9788.mp4
0,This video does not feature dance,This video features dance,"This video features dance, but not piano",This video does not feature movie,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9026.mp4
3,This video features arguing,"This video features arguing, but not knocking",This video does not feature texting,This video features texting and knocking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8832.mp4
1,This video features boredom,"This video features anime, but not boredom",This video does not feature announcing,"This video features boredom, but not anime",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8303.mp4
3,This video does not feature dancing,"This video features children, but not band",This video features children,"This video features band, but not children",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9254.mp4
1,"This video features chess, but not solving",This video does not feature chess,This video does not feature rubiks cube,This video features chess,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8622.mp4
1,This video does not feature car,This video does not feature wrestling,This video features wrestling,"This video features wrestling, but not review",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7340.mp4
1,This video features sadness,"This video features boy band, but not sadness",This video does not feature singing,"This video features sadness, but not boy band",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7028.mp4
3,This video features woman,This video does not feature man,"This video features woman, but not making",This video does not feature woman,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8772.mp4
1,This video features crying,This video features celebrity and talking,"This video features crying, but not talking",This video does not feature celebrity,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9225.mp4
0,"This video features flying, but not peace",This video features peace,"This video features peace, but not flying",This video does not feature helicopters,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7206.mp4
1,"This video features car, but not cowboy and football player","This video features cowboy and football player, but not car",This video does not feature tv show,This video features car,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8316.mp4
2,This video features laughter,This video does not feature talking,"This video features men, but not laughter","This video features laughter, but not men",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8315.mp4
2,This video features man,This video does not feature cooking,This video does not feature man,"This video features man, but not woman",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8686.mp4
2,This video does not feature snakes,This video features ball,"This video features containers, but not ball","This video features ball, but not containers",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7350.mp4
3,This video features chess,"This video features chess, but not sky roads",This video does not feature gaming,This video features gaming and sky roads,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7232.mp4
0,"This video features competition, but not boxing","This video features boxing, but not competition",This video features boxing,This video does not feature wrestling,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7587.mp4
0,This video features man and water,This video features sand,This video does not feature man,"This video features sand, but not water",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7795.mp4
2,This video features dog,This video does not feature cat,This video features cat and sitting like human,"This video features dog, but not sitting like human",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8323.mp4
3,This video features bicycles,"This video features bicycles, but not 1970 dodge datona",This video does not feature cars,"This video features 1970 dodge datona, but not bicycles",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9259.mp4
2,This video features microwaving,This video does not feature cooking,This video features cooking and stirring,"This video features microwaving, but not stirring",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8654.mp4
1,This video features comedy,"This video features rehearsal, but not comedy","This video features comedy, but not rehearsal",This video does not feature dance,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9957.mp4
2,"This video features silence, but not band",This video features silence,"This video features band, but not silence",This video does not feature music,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7205.mp4
2,This video features toys,"This video features toys, but not review","This video features review, but not toys",This video does not feature items,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8679.mp4
2,"This video features violence, but not interview",This video features violence,This video features cooking and interview,This video does not feature cooking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9548.mp4
1,"This video features video, but not pictures",This video features girl and pictures,This video features video,This video does not feature girl,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8011.mp4
2,This video does not feature pokemon,"This video features angry, but not talking","This video features talking, but not angry",This video features angry,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8341.mp4
1,This video does not feature boat,This video features boat and singing,"This video features daytime, but not singing",This video features daytime,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9030.mp4
0,This video features singing and man,"This video features guitars, but not man",This video does not feature singing,This video features guitars,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8573.mp4
0,"This video features explaining, but not driving",This video features driving,This video does not feature car,"This video features driving, but not explaining",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7752.mp4
1,"This video features ipad, but not review","This video features review, but not ipad",This video features ipad,This video does not feature macbook pro,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7369.mp4
1,This video does not feature technology,This video does not feature swimming,"This video features swimming, but not presentation",This video features swimming,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9236.mp4
3,"This video features candy cane, but not melting",This video does not feature chocolate,This video features candy cane,This video features chocolate and melting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7785.mp4
0,This video features bill murray and talk show,This video features singing,"This video features singing, but not talk show",This video does not feature bill murray,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7362.mp4
1,This video does not feature soup,"This video features woman, but not salad","This video features salad, but not woman",This video features salad,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8835.mp4
3,"This video features car, but not sign language",This video does not feature eating,This video features car,This video features eating and sign language,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8606.mp4
1,"This video features parking, but not car",This video features man and car,This video features parking,This video does not feature man,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9331.mp4
3,"This video features vegetarian, but not burgers",This video features vegetarian,This video does not feature grilling,This video does not feature vegetarian,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7147.mp4
1,"This video features crime, but not gun control",This video does not feature crime,This video features crime,This video does not feature news,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8864.mp4
0,"This video features islamic people, but not skiing","This video features skiing, but not islamic people",This video does not feature queen elizabeth,This video features skiing,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7568.mp4
0,"This video features candidate, but not climate change","This video features climate change, but not candidate",This video features climate change,This video does not feature debate,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7158.mp4
2,"This video features sleeping, but not flying",This video does not feature birds,This video features birds and flying,This video features sleeping,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9345.mp4
2,"This video features snake, but not dog",This video does not feature cartoon,This video does not feature snake,This video features snake,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8334.mp4
0,"This video features playing, but not stuffed animals","This video features stuffed animals, but not playing",This video features stuffed animals,This video does not feature barbie dolls,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9231.mp4
1,This video does not feature performance,This video does not feature tragedy,"This video features tragedy, but not comedy",This video features tragedy,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9683.mp4
0,"This video features tv show, but not baking",This video does not feature blindfold game,This video features baking,"This video features baking, but not tv show",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9744.mp4
0,This video does not feature violence,This video does not feature indian music,This video features violence,"This video features violence, but not talking",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9513.mp4
1,This video features dialogue,This video does not feature dialogue,"This video features dialogue, but not running",This video does not feature girls,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9027.mp4
0,This video features sermon and man,"This video features singing, but not man",This video features singing,This video does not feature sermon,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8072.mp4
0,This video features dancing and woman,This video features children,"This video features children, but not woman",This video does not feature dancing,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7414.mp4
1,This video does not feature kitchen,This video features kitchen and chef,This video features restaurant,"This video features restaurant, but not chef",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8129.mp4
1,This video features city,This video does not feature city,This video does not feature mountains,"This video features city, but not lake",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8312.mp4
1,This video features fighting,"This video features laughing, but not fighting",This video does not feature singing,"This video features fighting, but not laughing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9241.mp4
2,This video features snow,This video does not feature polar bear,"This video features water, but not snow","This video features snow, but not water",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8493.mp4
3,"This video features opposition, but not speech",This video does not feature vladimir putin,This video features opposition,This video features vladimir putin and speech,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7410.mp4
1,This video does not feature dancing,This video does not feature fighting,This video features fighting,"This video features fighting, but not memories",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8839.mp4
1,"This video features arguing, but not stage",This video features singing and stage,This video features arguing,This video does not feature singing,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7220.mp4
1,This video does not feature house,This video features house and pets,"This video features humans, but not pets",This video features humans,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8867.mp4
0,This video features speaking and forest,"This video features painting, but not forest",This video features painting,This video does not feature speaking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8948.mp4
3,"This video features sister, but not father",This video does not feature boy,This video features sister,"This video features father, but not sister",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8811.mp4
2,This video features soccer,This video does not feature basketball,"This video features shot, but not soccer","This video features soccer, but not shot",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7710.mp4
2,This video features painting,"This video features painting, but not battle",This video does not feature painting,This video does not feature cartoon,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8245.mp4
3,This video features war,"This video features war, but not man",This video does not feature video game,This video does not feature war,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7757.mp4
3,"This video features modern times, but not paintings",This video does not feature history,This video features modern times,"This video features paintings, but not modern times",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8346.mp4
1,"This video features eyelashes, but not eyebrows","This video features eyebrows, but not eyelashes",This video features eyelashes,This video does not feature makeup,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8423.mp4
3,"This video features drumming, but not guitar",This video features drumming,This video does not feature singing,"This video features guitar, but not drumming",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8810.mp4
1,This video features hiking,This video features video game and light,"This video features hiking, but not light",This video does not feature video game,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7723.mp4
0,This video features cars and explaining,This video features crashed,"This video features crashed, but not explaining",This video does not feature cars,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9508.mp4
2,"This video features real cooking, but not toy cooking",This video features real cooking,"This video features toy cooking, but not real cooking",This video does not feature child,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7561.mp4
3,This video does not feature woman,This video features computer,"This video features computer, but not headband",This video features woman and headband,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8261.mp4
0,This video does not feature grilling,This video does not feature making a dish,"This video features grilling, but not mixing food ingredients",This video features grilling,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7140.mp4
1,This video features flute,This video does not feature flute,This video does not feature piano,"This video features flute, but not playing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8255.mp4
0,"This video features sports, but not white",This video does not feature car,This video features white,"This video features white, but not sports",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9358.mp4
3,This video features travelling,This video does not feature professor,"This video features travelling, but not microstructure","This video features microstructure, but not travelling",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7491.mp4
2,This video features woman,This video does not feature two men,This video features two men and talking,"This video features woman, but not talking",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9234.mp4
0,"This video features anchors, but not drama",This video features drama,This video does not feature news,"This video features drama, but not anchors",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9223.mp4
0,This video features woman and news,"This video features radio, but not news",This video does not feature woman,This video features radio,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8333.mp4
0,This video features folding and origami,This video does not feature folding,"This video features cutting, but not origami",This video features cutting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8601.mp4
1,This video does not feature bed,This video features bed and phone,"This video features loving, but not phone",This video features loving,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7687.mp4
2,This video does not feature girl,"This video features tv, but not puppy",This video features girl and puppy,This video features tv,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8837.mp4
1,"This video features bus, but not subway",This video does not feature bus,This video does not feature train,This video features bus,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7832.mp4
1,This video features music,This video does not feature music,This video does not feature motivational speaker,"This video features music, but not speech",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9203.mp4
1,This video does not feature video game,This video features video game and playing,This video features swimming,"This video features swimming, but not playing",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7552.mp4
2,This video features treatment,"This video features treatment, but not lecture",This video does not feature treatment,This video does not feature precision medicine,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9781.mp4
1,This video features piano,"This video features kid, but not piano",This video does not feature guitar,"This video features piano, but not kid",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7976.mp4
2,"This video features blender, but not onion",This video features blender,This video does not feature blender,This video does not feature cooking,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9798.mp4
1,This video features losing,This video does not feature losing,This video does not feature ping pong,"This video features losing, but not playing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7699.mp4
0,"This video features athletes, but not space (travel)",This video features space (travel),This video does not feature track (race),"This video features space (travel), but not athletes",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8451.mp4
1,"This video features safety, but not man","This video features man, but not safety",This video features safety,This video does not feature gun,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7363.mp4
3,"This video features guitar, but not football",This video does not feature video game,This video features guitar,"This video features football, but not guitar",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7374.mp4
0,"This video features fashion, but not wedding","This video features wedding, but not fashion",This video features wedding,This video does not feature bridal,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7142.mp4
1,This video features steak,This video features cooking and pancake,This video does not feature cooking,"This video features steak, but not pancake",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8865.mp4
1,"This video features birth, but not funeral","This video features funeral, but not birth",This video features birth,This video does not feature embalmer,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9032.mp4
3,"This video features skateboarding, but not waves",This video features skateboarding,This video does not feature surfing,This video does not feature skateboarding,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9574.mp4
2,"This video features peace, but not playing video game",This video does not feature minecraft,"This video features playing video game, but not peace",This video features peace,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8931.mp4
0,"This video features women, but not men","This video features men, but not women",This video features men,This video does not feature massage,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8240.mp4
0,"This video features show, but not men",This video does not feature fashion,This video features men,"This video features men, but not show",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8914.mp4
2,This video features eating,"This video features eating, but not cooking",This video does not feature eating,This video does not feature chef,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7148.mp4
3,This video features board game,"This video features board game, but not review",This video does not feature video game,This video does not feature board game,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9795.mp4
0,This video features birds and cage,This video does not feature birds,This video features snake,"This video features snake, but not cage",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8469.mp4
0,This video does not feature dance,"This video features dance, but not people",This video features dance,This video does not feature cosplay,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9131.mp4
0,This video features halloween and makeup,"This video features cooking, but not makeup",This video does not feature halloween,This video features cooking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8756.mp4
1,This video features women,This video does not feature women,"This video features women, but not talking",This video does not feature interview,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8259.mp4
0,This video does not feature food,"This video features food, but not line",This video does not feature ice cream,This video features food,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8664.mp4
2,This video does not feature dna,"This video features exercise, but not experiment","This video features experiment, but not exercise",This video features exercise,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7900.mp4
0,This video does not feature gaming,This video does not feature interview,This video features gaming,"This video features gaming, but not movie discussion",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7215.mp4
3,"This video features driving, but not sustainable development",This video features driving,This video does not feature talking,This video does not feature driving,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9406.mp4
0,This video features video game and walking,This video does not feature video game,This video features volleyball,"This video features volleyball, but not walking",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8027.mp4
