filepath,captions
data/synthetic_visual_negation/data/positive/61372_img.png,"[""A medieval room setting with a cauldron next to a broom.""]"
data/synthetic_visual_negation/data/positive/135597_img.png,"[""A home living room with a bromelia next to a palm tree.""]"
data/synthetic_visual_negation/data/positive/4360_img.png,"[""A table with a ruler measuring stick next to a pencil.""]"
data/synthetic_visual_negation/data/positive/1068_img.png,"[""A tree with a tree frog next to a bird.""]"
data/synthetic_visual_negation/data/positive/49269_img.png,"[""An airport scene with a CRJ-900 aircraft next to a baggage cart.""]"
data/synthetic_visual_negation/data/positive/29731_img.png,"[""A fruit stand with a sweet orange beside a banana.""]"
data/synthetic_visual_negation/data/positive/183558_img.png,"[""A french restaurant with escargots next to bread.""]"
data/synthetic_visual_negation/data/positive/112280_img.png,"[""A snowy landscape with a Siberian Husky beside a snowboard.""]"
data/synthetic_visual_negation/data/positive/224780_img.png,"[""A snowy forest with a Norwegian Elkhound next to a moose.""]"
data/synthetic_visual_negation/data/positive/188326_img.png,"[""A person wearing a military uniform beside a medal.""]"
data/synthetic_visual_negation/data/positive/198964_img.png,"[""A snowy dog park with a samoyed next to a husky.""]"
data/synthetic_visual_negation/data/positive/135819_img.png,"[""A classical library with a pendulum clock beside a bookshelf.""]"
data/synthetic_visual_negation/data/positive/40301_img.png,"[""A desert with a Saluki beside a Bedouin tent.""]"
data/synthetic_visual_negation/data/positive/118557_img.png,"[""A dinner table scene with a bowl of Irish stew beside a slice of bread.""]"
data/synthetic_visual_negation/data/positive/182938_img.png,"[""A fish market with a bluefish beside a knife.""]"
data/synthetic_visual_negation/data/positive/242307_img.png,"[""A busy restaurant table with a club sandwich next to a bowl of potato salad.""]"
data/synthetic_visual_negation/data/positive/202424_img.png,"[""An ocean scene with a motorboat next to a sailboat.""]"
data/synthetic_visual_negation/data/positive/73577_img.png,"[""A clear ocean with a killer whale beside a fish.""]"
data/synthetic_visual_negation/data/positive/88219_img.png,"[""A zoo with a hippopotamus beside a flamingo.""]"
data/synthetic_visual_negation/data/positive/37061_img.png,"[""A grand foyer with a chiffonier beside a potted plant.""]"
data/synthetic_visual_negation/data/positive/197860_img.png,"[""A sun room with a plant pot beside a chair.""]"
data/synthetic_visual_negation/data/positive/212120_img.png,"[""A car interior with a seat belt beside an airbag.""]"
data/synthetic_visual_negation/data/positive/50449_img.png,"[""A savannah scene with an aardwolf next to a zebra.""]"
data/synthetic_visual_negation/data/positive/51851_img.png,"[""A picnic scene with a Granny Smith apple next to a banana.""]"
data/synthetic_visual_negation/data/positive/182602_img.png,"[""A shoe rack scene with a sneaker beside a sandal.""]"
data/synthetic_visual_negation/data/positive/136337_img.png,"[""A luxurious room with a Siamese cat beside a crystal vase.""]"
data/synthetic_visual_negation/data/positive/152751_img.png,"[""A photo of a Bullmastiff next to a boy.""]"
data/synthetic_visual_negation/data/positive/232957_img.png,"[""A bar table with a tankard beside a mug.""]"
data/synthetic_visual_negation/data/positive/221354_img.png,"[""A cooked meal setting with a pork chop next to peas.""]"
data/synthetic_visual_negation/data/positive/92173_img.png,"[""A traditional kitchen scene with a mortar and pestle beside a cutting board.""]"
data/synthetic_visual_negation/data/positive/32650_img.png,"[""A wedding photo of a wife beside her husband.""]"
data/synthetic_visual_negation/data/positive/182240_img.png,"[""a photo of a nipa palm next to a stilt house.""]"
data/synthetic_visual_negation/data/positive/94827_img.png,"[""A jazz band with a trombone beside a saxophone.""]"
data/synthetic_visual_negation/data/positive/2887_img.png,"[""A busy airport with a DC-8 aircraft beside a baggage cart.""]"
data/synthetic_visual_negation/data/positive/86736_img.png,"[""A snowy mountain trail with a Great Pyrenees dog next to a snowman.""]"
data/synthetic_visual_negation/data/positive/47009_img.png,"[""A gym workout room with a weighing scale beside a set of dumbbells.""]"
data/synthetic_visual_negation/data/positive/249788_img.png,"[""A grassy backyard with a Mexican hairless dog (xoloitzcuintli) next to a blanket.""]"
data/synthetic_visual_negation/data/positive/102383_img.png,"[""A peaceful forest scene with a Old World scops owl next to a tree stump.""]"
data/synthetic_visual_negation/data/positive/203900_img.png,"[""A plate with a pizza beside a fork.""]"
data/synthetic_visual_negation/data/positive/147008_img.png,"[""A dinner table with a wine bottle next to a candle.""]"
data/synthetic_visual_negation/data/positive/204784_img.png,"[""A forest with a red fox beside a gray wolf.""]"
data/synthetic_visual_negation/data/positive/61898_img.png,"[""A playground with a godson beside a swing.""]"
data/synthetic_visual_negation/data/positive/26769_img.png,"[""A desert with a scorpion beside a snake.""]"
data/synthetic_visual_negation/data/positive/100515_img.png,"[""A dealership showroom with a sports car beside a mannequin.""]"
data/synthetic_visual_negation/data/positive/59794_img.png,"[""A forest scene with Black throated Blue Warbler next to a Scarlet Tanager.""]"
data/synthetic_visual_negation/data/positive/101805_img.png,"[""A snowy field with a junco beside a pine cone.""]"
data/synthetic_visual_negation/data/positive/112221_img.png,"[""A forest floor with a bolete next to a slug.""]"
data/synthetic_visual_negation/data/positive/57974_img.png,"[""A hangar with a BAE 146-200 aircraft next to a fuel truck.""]"
data/synthetic_visual_negation/data/positive/43592_img.png,"[""A plate with sushi next to chopsticks.""]"
data/synthetic_visual_negation/data/positive/26302_img.png,"[""A backyard with a cricket insect next to a baseball bat.""]"
data/synthetic_visual_negation/data/positive/143989_img.png,"[""A cricket field scene with a cricket ball next to a cricket bat.""]"
data/synthetic_visual_negation/data/positive/126200_img.png,"[""An airport scene with an airliner next to a luggage cart.""]"
data/synthetic_visual_negation/data/positive/25266_img.png,"[""A living room with a Shih-Tzu next to a cat.""]"
data/synthetic_visual_negation/data/positive/6853_img.png,"[""A treetop scene with a black-and-white colobus next to a mandrill.""]"
data/synthetic_visual_negation/data/positive/171168_img.png,"[""A rustic italian cafe table with bruschetta beside olive oil.""]"
data/synthetic_visual_negation/data/positive/136117_img.png,"[""A runway with a 747-200 aircraft beside a Boeing 737.""]"
data/synthetic_visual_negation/data/positive/234735_img.png,"[""A 19th century farm scene with a threshing machine next to a horse-drawn cart.""]"
data/synthetic_visual_negation/data/positive/144677_img.png,"[""A rocky desert with a Gila monster beside a cactus.""]"
data/synthetic_visual_negation/data/positive/89926_img.png,"[""A desk scene with earphones beside a laptop.""]"
data/synthetic_visual_negation/data/positive/91021_img.png,"[""A driveway with a Dodge Caravan Minivan 1997 car next to a bicycle.""]"
data/synthetic_visual_negation/data/positive/139882_img.png,"[""A campground with a yurt next to an RV.""]"
data/synthetic_visual_negation/data/positive/25338_img.png,"[""A parking lot showing a Chevrolet Tahoe Hybrid SUV 2012 car beside a motorcycle.""]"
data/synthetic_visual_negation/data/positive/19049_img.png,"[""A photo of a chateau next to a lake.""]"
data/synthetic_visual_negation/data/positive/132714_img.png,"[""A terrarium displaying a smooth green snake next to a lizard.""]"
data/synthetic_visual_negation/data/positive/75018_img.png,"[""A forest with a grey fox next to a tree.""]"
data/synthetic_visual_negation/data/positive/32891_img.png,"[""A person's hands showing a hand-held computer beside a stylus.""]"
data/synthetic_visual_negation/data/positive/203891_img.png,"[""A tropical wilderness hosting a sulphur-crested cockatoo next to a kangaroo.""]"
data/synthetic_visual_negation/data/positive/73436_img.png,"[""A beach scene with a thatch palm beside a beach chair.""]"
data/synthetic_visual_negation/data/positive/10222_img.png,"[""A formal dance scene with a hoop skirt beside a dance partner in formal attire.""]"
data/synthetic_visual_negation/data/positive/112901_img.png,"[""A living room with a Scottish Terrier beside a dog bed.""]"
data/synthetic_visual_negation/data/positive/54286_img.png,"[""A parking lot with a Buick Verano Sedan 2012 car next to a minivan.""]"
data/synthetic_visual_negation/data/positive/92636_img.png,"[""A dry arid landscape with a llama beside a cactus.""]"
data/synthetic_visual_negation/data/positive/51386_img.png,"[""A coral reef scene with a scuba diver next to a turtle.""]"
data/synthetic_visual_negation/data/positive/107497_img.png,"[""An office with a stopwatch beside a laptop.""]"
data/synthetic_visual_negation/data/positive/168052_img.png,"[""A dog show with a Standard Schnauzer next to a Beagle.""]"
data/synthetic_visual_negation/data/positive/41069_img.png,"[""A salmon steak on a plate with a silver salmon next to a lemon slice.""]"
data/synthetic_visual_negation/data/positive/172295_img.png,"[""A vintage garage sale with a radio beside a record player.""]"
data/synthetic_visual_negation/data/positive/209798_img.png,"[""An artist studio with a paintbrush next to a canvas.""]"
data/synthetic_visual_negation/data/positive/159356_img.png,"[""A fast food restaurant with a hamburger next to a plate of fries.""]"
data/synthetic_visual_negation/data/positive/2073_img.png,"[""A large airport hangar with a 707-320 aircraft next to a 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/160570_img.png,"[""A dinner table setting with garlic bread beside a bowl of pasta.""]"
data/synthetic_visual_negation/data/positive/12755_img.png,"[""A snowscap showing a Norwegian Elkhound beside a sled.""]"
data/synthetic_visual_negation/data/positive/165641_img.png,"[""A porch with a jack-o'-lantern beside a broom.""]"
data/synthetic_visual_negation/data/positive/10661_img.png,"[""A forest scene with a titi monkey next to a macaw.""]"
data/synthetic_visual_negation/data/positive/83496_img.png,"[""A busy city street with a semi-trailer truck next to a taxi.""]"
data/synthetic_visual_negation/data/positive/1684_img.png,"[""A bedroom with an electric fan beside a dresser.""]"
data/synthetic_visual_negation/data/positive/213119_img.png,"[""A busy airport runway with a Gulfstream V aircraft beside a Boeing 747.""]"
data/synthetic_visual_negation/data/positive/92615_img.png,"[""A military armory with a rifle next to a bayonet.""]"
data/synthetic_visual_negation/data/positive/174974_img.png,"[""A living room setting with a couch next to a coffee table.""]"
data/synthetic_visual_negation/data/positive/150471_img.png,"[""A river scene with a Eurasian kingfisher next to a fish.""]"
data/synthetic_visual_negation/data/positive/38359_img.png,"[""A garden scene with a basket fern next to a pond.""]"
data/synthetic_visual_negation/data/positive/205333_img.png,"[""A rustic kitchen with a Dutch oven next to a frying pan.""]"
data/synthetic_visual_negation/data/positive/188615_img.png,"[""A seafood restaurant with a red king crab next to a steak.""]"
data/synthetic_visual_negation/data/positive/65973_img.png,"[""A tennis court during a match with a racket beside a ball.""]"
data/synthetic_visual_negation/data/positive/188935_img.png,"[""An empty parking lot with a sports car beside a vintage car.""]"
data/synthetic_visual_negation/data/positive/214644_img.png,"[""A kitchen counter with a pork chop next to a knife.""]"
data/synthetic_visual_negation/data/positive/242943_img.png,"[""A Japanese-style room with a shoji screen beside a vase.""]"
data/synthetic_visual_negation/data/positive/137223_img.png,"[""A shoe rack with a slip-on shoe next to a high heel.""]"
data/synthetic_visual_negation/data/positive/233527_img.png,"[""A forest landscape with a European polecat next to a fox.""]"
data/synthetic_visual_negation/data/positive/117097_img.png,"[""A bird feeder with a junco beside a cardinal.""]"
data/synthetic_visual_negation/data/positive/164202_img.png,"[""A latin band stage with a maraca next to a bongo.""]"
data/synthetic_visual_negation/data/positive/230211_img.png,"[""A busy street with a taxicab beside a bus stop.""]"
data/synthetic_visual_negation/data/positive/137302_img.png,"[""A dog show with a Boston Terrier beside a judge, awaiting evaluation.""]"
data/synthetic_visual_negation/data/positive/22924_img.png,"[""A vineyard with a quail next to a tractor.""]"
data/synthetic_visual_negation/data/positive/249137_img.png,"[""A hot and high airport with a Cessna 208 aircraft beside a mountain.""]"
data/synthetic_visual_negation/data/positive/257_img.png,"[""A city park with a Standard Schnauzer next to a Chihuahua.""]"
data/synthetic_visual_negation/data/positive/240426_img.png,"[""A busy city street with an old lady beside a dog.""]"
data/synthetic_visual_negation/data/positive/46070_img.png,"[""A large aquarium tank with a jellyfish beside a starfish.""]"
data/synthetic_visual_negation/data/positive/231495_img.png,"[""An airport runway with an A319 aircraft beside a Boeing 737.""]"
data/synthetic_visual_negation/data/positive/122711_img.png,"[""A hangar with a PA-28 aircraft next to a helicopter.""]"
data/synthetic_visual_negation/data/positive/46590_img.png,"[""A zoo exhibit with a giant panda beside a bamboo stalk.""]"
data/synthetic_visual_negation/data/positive/76385_img.png,"[""A living room scene with a Pomeranian beside a coffee table.""]"
data/synthetic_visual_negation/data/positive/172908_img.png,"[""A dark cave scene with a centipede beside a spider.""]"
data/synthetic_visual_negation/data/positive/199252_img.png,"[""A river bank beside a mud turtle and a fish.""]"
data/synthetic_visual_negation/data/positive/80641_img.png,"[""A photo of a parking lot with an Acura TL Type-S 2008 car next to a pickup truck.""]"
data/synthetic_visual_negation/data/positive/197695_img.png,"[""A futuristic movie set with a hand-held computer beside a laser gun.""]"
data/synthetic_visual_negation/data/positive/211594_img.png,"[""A pet show containing a Dandie Dinmont Terrier standing next to a judge.""]"
data/synthetic_visual_negation/data/positive/240898_img.png,"[""A field with a soccer ball beside a referee.""]"
data/synthetic_visual_negation/data/positive/233466_img.png,"[""A park scene with a Labrador Retriever beside a frisbee.""]"
data/synthetic_visual_negation/data/positive/35082_img.png,"[""A skate park with a skateboard next to a bike.""]"
data/synthetic_visual_negation/data/positive/79013_img.png,"[""A vast plain with a Charolais next to a grazing cow.""]"
data/synthetic_visual_negation/data/positive/161959_img.png,"[""A white tiled bathroom with a plunger beside a toilet.""]"
data/synthetic_visual_negation/data/positive/100865_img.png,"[""A camping ground with a tent next to a campfire.""]"
data/synthetic_visual_negation/data/positive/162733_img.png,"[""A sunny picnic scene with a sweet lemon next to a pitcher of lemonade.""]"
data/synthetic_visual_negation/data/positive/53522_img.png,"[""A taxiway with a 737-800 aircraft next to a 747-800 aircraft.""]"
data/synthetic_visual_negation/data/positive/65536_img.png,"[""A street scene with a wallet beside a shoe.""]"
data/synthetic_visual_negation/data/positive/701_img.png,"[""A living room scene with a Beagle beside a man.""]"
data/synthetic_visual_negation/data/positive/223655_img.png,"[""A stage with an electric guitar, neatly placed next to an amplifier.""]"
data/synthetic_visual_negation/data/positive/4690_img.png,"[""A wetlands inlet with a widgeon next to a great blue heron.""]"
data/synthetic_visual_negation/data/positive/217923_img.png,"[""A forest scene with a fire salamander next to a tree.""]"
data/synthetic_visual_negation/data/positive/32717_img.png,"[""A wildlife sanctuary with a jaguar next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/53242_img.png,"[""A crowded party with a pizza beside a plate.""]"
data/synthetic_visual_negation/data/positive/171494_img.png,"[""A military airfield with an An-12 aircraft next to a fuel truck.""]"
data/synthetic_visual_negation/data/positive/32690_img.png,"[""A kitchen scene with a stove next to a toaster.""]"
data/synthetic_visual_negation/data/positive/225705_img.png,"[""A kid's lunchbox with macaroni and cheese next to an apple.""]"
data/synthetic_visual_negation/data/positive/205735_img.png,"[""A forest floor with a wolf spider next to an insect.""]"
data/synthetic_visual_negation/data/positive/107849_img.png,"[""A forest with a European polecat beside a fox.""]"
data/synthetic_visual_negation/data/positive/152060_img.png,"[""A breakfast scene with waffles next to a cup of coffee.""]"
data/synthetic_visual_negation/data/positive/56779_img.png,"[""A seafood restaurant's table with a crayfish next to a lemon.""]"
data/synthetic_visual_negation/data/positive/194609_img.png,"[""A science museum with a planetarium beside a telescope.""]"
data/synthetic_visual_negation/data/positive/187742_img.png,"[""A plate with Welsh rarebit beside a salad.""]"
data/synthetic_visual_negation/data/positive/160729_img.png,"[""A dark forest scene with a mushroom beside a fairy.""]"
data/synthetic_visual_negation/data/positive/181382_img.png,"[""An airport with a Gulfstream IV aircraft next to a Boeing 737.""]"
data/synthetic_visual_negation/data/positive/109165_img.png,"[""A woman's head with a fur hat beside a pair of sunglasses.""]"
data/synthetic_visual_negation/data/positive/52258_img.png,"[""A photo of a zucchini beside a pan of fried zucchini slices.""]"
data/synthetic_visual_negation/data/positive/1433_img.png,"[""A cottage with a thatched roof next to a garden.""]"
data/synthetic_visual_negation/data/positive/67429_img.png,"[""A gas station with a Land Rover LR2 SUV 2012 car beside a gas pump.""]"
data/synthetic_visual_negation/data/positive/108379_img.png,"[""A playground scene with a swing beside a slide.""]"
data/synthetic_visual_negation/data/positive/128447_img.png,"[""A green meadow with a Brittany dog next to a ball.""]"
data/synthetic_visual_negation/data/positive/158541_img.png,"[""A football field with a football helmet next to a ball.""]"
data/synthetic_visual_negation/data/positive/189765_img.png,"[""A desk with a modem beside a computer.""]"
data/synthetic_visual_negation/data/positive/168672_img.png,"[""A dealership parking lot showing a Buick Rainier SUV 2007 car beside a Chevrolet Traverse LTZ SUV 2012 car.""]"
data/synthetic_visual_negation/data/positive/120898_img.png,"[""A photo of a 767-200 aircraft parked beside a kiosk.""]"
data/synthetic_visual_negation/data/positive/220093_img.png,"[""A dog park with a Bullmastiff beside a German Shepherd.""]"
data/synthetic_visual_negation/data/positive/8640_img.png,"[""A living room with a Tibetan Terrier next to a dog bed.""]"
data/synthetic_visual_negation/data/positive/145583_img.png,"[""An airport parking ramp with an ATR-72 aircraft parked next to a catering vehicle.""]"
data/synthetic_visual_negation/data/positive/212309_img.png,"[""A zoo enclosure with a wombat beside a kangaroo.""]"
data/synthetic_visual_negation/data/positive/45098_img.png,"[""A street with a moped beside a car.""]"
data/synthetic_visual_negation/data/positive/5269_img.png,"[""A traditional Mexican marketplace displaying a sombrero next to a piñata.""]"
data/synthetic_visual_negation/data/positive/42370_img.png,"[""A large grassy field with a Greater Swiss Mountain Dog beside a herder's staff.""]"
data/synthetic_visual_negation/data/positive/30329_img.png,"[""A beachside bar with ceviche beside a margarita.""]"
data/synthetic_visual_negation/data/positive/130762_img.png,"[""A driveway with a Buick Enclave SUV 2012 car next to a bicycle.""]"
data/synthetic_visual_negation/data/positive/224380_img.png,"[""A tree with an American robin beside a blue jay.""]"
data/synthetic_visual_negation/data/positive/45540_img.png,"[""A parking lot with a Buick Rainier SUV 2007 car beside a bike.""]"
data/synthetic_visual_negation/data/positive/47506_img.png,"[""A grocery store parking lot with a Dodge Caliber Wagon 2012 car beside a van.""]"
data/synthetic_visual_negation/data/positive/60149_img.png,"[""A photo of a large parking lot with an Infiniti QX56 SUV 2011 car beside a large RV.""]"
data/synthetic_visual_negation/data/positive/52447_img.png,"[""A bedroom with a digital clock next to a bedside table.""]"
data/synthetic_visual_negation/data/positive/246258_img.png,"[""A luxury parking lot with the Audi S6 Sedan 2011 next to a Lamborghini Aventador.""]"
data/synthetic_visual_negation/data/positive/75046_img.png,"[""A tree bark showing a wood rat next to a snake.""]"
data/synthetic_visual_negation/data/positive/19456_img.png,"[""A blooming garden with a hummingbird next to a flower.""]"
data/synthetic_visual_negation/data/positive/41616_img.png,"[""A desert with a leopard lizard next to a cactus.""]"
data/synthetic_visual_negation/data/positive/2531_img.png,"[""An urban road with a BMW 1 Series Convertible 2012 car beside a Vespa motorcycle.""]"
data/synthetic_visual_negation/data/positive/129098_img.png,"[""A wildlife reserve with a parasitic jaeger beside an arctic fox.""]"
data/synthetic_visual_negation/data/positive/22418_img.png,"[""A breakfast setting with a buttermilk biscuit beside some gravy.""]"
data/synthetic_visual_negation/data/positive/143273_img.png,"[""A runway scene with a Saab 2000 aircraft next to a Boeing 737 aircraft.""]"
data/synthetic_visual_negation/data/positive/170888_img.png,"[""A beautiful beach with an egret next to a surfboard.""]"
data/synthetic_visual_negation/data/positive/178844_img.png,"[""A parking lot with a Dodge Dakota Club Cab 2007 car next to a motorcycle.""]"
data/synthetic_visual_negation/data/positive/222227_img.png,"[""A tree branch with a cherry plum next to a leaf.""]"
data/synthetic_visual_negation/data/positive/230024_img.png,"[""A fisherman's boat with a surfperch next to a lobster.""]"
data/synthetic_visual_negation/data/positive/117136_img.png,"[""a photo of an eastern diamondback rattlesnake beside a desert landscape.""]"
data/synthetic_visual_negation/data/positive/245250_img.png,"[""A fashionable woman wearing a cardigan and tights next to each other.""]"
data/synthetic_visual_negation/data/positive/57896_img.png,"[""A photo of a 767-400 aircraft beside its wingtip.""]"
data/synthetic_visual_negation/data/positive/23179_img.png,"[""A busy airport scene with a 737-200 aircraft next to a baggage cart.""]"
data/synthetic_visual_negation/data/positive/246833_img.png,"[""An airport with a BAE 146-300 aircraft next to a fuel truck.""]"
data/synthetic_visual_negation/data/positive/148423_img.png,"[""A breakfast plate with huevos rancheros beside a cup of coffee.""]"
data/synthetic_visual_negation/data/positive/59592_img.png,"[""A formal occasion with a military uniform beside a tuxedo.""]"
data/synthetic_visual_negation/data/positive/139565_img.png,"[""An office with a window shade next to a desk lamp.""]"
data/synthetic_visual_negation/data/positive/152003_img.png,"[""A sunny day at the beach with a beach umbrella next to a beach ball.""]"
data/synthetic_visual_negation/data/positive/182170_img.png,"[""A party table with a pretzel beside a balloon.""]"
data/synthetic_visual_negation/data/positive/222202_img.png,"[""A well-equipped kitchen with a space heater beside a coffee maker.""]"
data/synthetic_visual_negation/data/positive/225074_img.png,"[""A backyard with a hot tub beside a suntan lotion bottle.""]"
data/synthetic_visual_negation/data/positive/3289_img.png,"[""A city street scene with a pole next to a street sign.""]"
data/synthetic_visual_negation/data/positive/19035_img.png,"[""A breakfast table with eggs benedict next to bacon.""]"
data/synthetic_visual_negation/data/positive/62188_img.png,"[""A peaceful garden with a globe flower next to a sunflower.""]"
data/synthetic_visual_negation/data/positive/180800_img.png,"[""A picnic scene with macaroni salad next to hot dogs.""]"
data/synthetic_visual_negation/data/positive/85964_img.png,"[""A chair in a living room with a Boston Terrier next to a cat.""]"
data/synthetic_visual_negation/data/positive/35280_img.png,"[""A kitchen with a coffeepot next to a coffee filter.""]"
data/synthetic_visual_negation/data/positive/131259_img.png,"[""A therapist's office with a therapist beside a patient.""]"
data/synthetic_visual_negation/data/positive/133893_img.png,"[""A parking lot with an Eagle Talon Hatchback 1998 car beside a bike rack.""]"
data/synthetic_visual_negation/data/positive/243397_img.png,"[""A blue armchair with a Malinois next to a chew toy.""]"
data/synthetic_visual_negation/data/positive/42486_img.png,"[""a photo of a Yellow bellied Flycatcher bird sitting next to a towering redwood tree.""]"
data/synthetic_visual_negation/data/positive/226844_img.png,"[""A race track with a Ford Mustang Convertible 2007 car beside a pit crew.""]"
data/synthetic_visual_negation/data/positive/116115_img.png,"[""Hangar of the Model B200 aircraft next to a Boeing 737 aircraft.""]"
data/synthetic_visual_negation/data/positive/153405_img.png,"[""A desert scene with an Audi TTS Coupe 2012 car next to a tent.""]"
data/synthetic_visual_negation/data/positive/23090_img.png,"[""A backyard with a Standard Poodle next to a ball.""]"
data/synthetic_visual_negation/data/positive/2305_img.png,"[""A birthday party with a carrot cake next to a bouquet of flowers.""]"
data/synthetic_visual_negation/data/positive/6908_img.png,"[""A mysterious garden with a mandrake next to a shovel.""]"
data/synthetic_visual_negation/data/positive/19168_img.png,"[""A construction site with a workman beside a toolbox.""]"
data/synthetic_visual_negation/data/positive/215856_img.png,"[""A lush garden with a bumblebee beside a watering can.""]"
data/synthetic_visual_negation/data/positive/121174_img.png,"[""A house scene with a Basset Hound next to a small dog.""]"
data/synthetic_visual_negation/data/positive/233838_img.png,"[""A city street scene with a pole next to a bus stop.""]"
data/synthetic_visual_negation/data/positive/12811_img.png,"[""A pet grooming salon with a Toy Poodle next to a German Shepherd.""]"
data/synthetic_visual_negation/data/positive/183470_img.png,"[""An airport with a 767-200 aircraft next to a 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/246280_img.png,"[""A beach with a pair of swim trunks beside a beach towel.""]"
data/synthetic_visual_negation/data/positive/98290_img.png,"[""A brunch scene with an omelette next to a cup of coffee.""]"
data/synthetic_visual_negation/data/positive/129748_img.png,"[""A surgery room with a respirator beside a surgeon.""]"
data/synthetic_visual_negation/data/positive/131335_img.png,"[""A shallow ocean scene with a hydrozoan next to a starfish.""]"
data/synthetic_visual_negation/data/positive/44071_img.png,"[""The ocean with a great white shark beside a submarine.""]"
data/synthetic_visual_negation/data/positive/248912_img.png,"[""A desert table with bread pudding next to a fork.""]"
data/synthetic_visual_negation/data/positive/120812_img.png,"[""A photo of a swimming cap beside goggles.""]"
data/synthetic_visual_negation/data/positive/71577_img.png,"[""A cloudy sky with a parachute next to a person.""]"
data/synthetic_visual_negation/data/positive/245227_img.png,"[""An office building with a fire extinguisher next to a fire alarm.""]"
data/synthetic_visual_negation/data/positive/99061_img.png,"[""A residential street with a pole beside a street sign.""]"
data/synthetic_visual_negation/data/positive/171450_img.png,"[""An aquarium with a cardinal tetra next to a corydoras catfish.""]"
data/synthetic_visual_negation/data/positive/12484_img.png,"[""An ocean floor scene with a blue marlin beside a turtle.""]"
data/synthetic_visual_negation/data/positive/62218_img.png,"[""A runway with a 767-400 aircraft parked next to a pilot in uniform.""]"
data/synthetic_visual_negation/data/positive/188884_img.png,"[""A studio scene with a spinning wheel beside a loom.""]"
data/synthetic_visual_negation/data/positive/204667_img.png,"[""A breakfast plate containing huevos rancheros beside tortilla chips.""]"
data/synthetic_visual_negation/data/positive/8098_img.png,"[""A modern living room with television equipment next to a gaming console.""]"
data/synthetic_visual_negation/data/positive/229500_img.png,"[""A kitchen scene with a case knife beside a cutting board.""]"
data/synthetic_visual_negation/data/positive/154819_img.png,"[""A house interior with a hoop skirt beside a chair.""]"
data/synthetic_visual_negation/data/positive/38825_img.png,"[""A photo of a wild pansy with a honeybee next to it.""]"
data/synthetic_visual_negation/data/positive/102992_img.png,"[""A store shelf with a mask next to a bottle of hand sanitizer.""]"
data/synthetic_visual_negation/data/positive/202889_img.png,"[""An aquarium tank with a gar fish next to a turtle.""]"
data/synthetic_visual_negation/data/positive/113640_img.png,"[""A forest floor with a slug next to a snail.""]"
data/synthetic_visual_negation/data/positive/199223_img.png,"[""A table with a jigsaw puzzle next to a puzzle piece.""]"
data/synthetic_visual_negation/data/positive/159624_img.png,"[""A room interior with a radiator beside a bookshelf.""]"
data/synthetic_visual_negation/data/positive/106626_img.png,"[""An airfield with a Saab 2000 aircraft next to a Boeing 757.""]"
data/synthetic_visual_negation/data/positive/98737_img.png,"[""A large pasture with a ram beside a ewe and lamb.""]"
data/synthetic_visual_negation/data/positive/34056_img.png,"[""A doctor's office scene with a syringe next to a medicine bottle.""]"
data/synthetic_visual_negation/data/positive/77895_img.png,"[""A highway with a semi-trailer truck next to a car.""]"
data/synthetic_visual_negation/data/positive/87364_img.png,"[""A serene summer park with a willow beside a swan.""]"
data/synthetic_visual_negation/data/positive/198719_img.png,"[""A desert scene with a dung beetle beside a vulture.""]"
data/synthetic_visual_negation/data/positive/221733_img.png,"[""A dog park with a Vizsla beside a Border Collie.""]"
data/synthetic_visual_negation/data/positive/53909_img.png,"[""A sunny coast with a beach ball beside a sunbather.""]"
data/synthetic_visual_negation/data/positive/208165_img.png,"[""A rodeo arena with a bucking bronco beside a cowboy.""]"
data/synthetic_visual_negation/data/positive/159559_img.png,"[""A kitchen counter with bananas beside a loaf of bread.""]"
data/synthetic_visual_negation/data/positive/161524_img.png,"[""A Caribbean street market with a steel drum beside fruits.""]"
data/synthetic_visual_negation/data/positive/171671_img.png,"[""An office setting with a CRT monitor next to a laptop.""]"
data/synthetic_visual_negation/data/positive/44459_img.png,"[""A grocery store aisle showing a bell pepper next to a tomato.""]"
data/synthetic_visual_negation/data/positive/200690_img.png,"[""A panoramic view of a structure next to a crane.""]"
data/synthetic_visual_negation/data/positive/8902_img.png,"[""A tropical forest with a lantern fly next to a leaf.""]"
data/synthetic_visual_negation/data/positive/179554_img.png,"[""A park with a Lakeland Terrier next to a tennis ball.""]"
data/synthetic_visual_negation/data/positive/190180_img.png,"[""A clean kitchen showcasing a soap pad next to a sink.""]"
data/synthetic_visual_negation/data/positive/11784_img.png,"[""A desktop with a comic book next to a cup of coffee.""]"
data/synthetic_visual_negation/data/positive/156822_img.png,"[""A snowy landscape with a Siberian Husky next to a snowman.""]"
data/synthetic_visual_negation/data/positive/148078_img.png,"[""A residential street scene, with a moving van next to a car.""]"
data/synthetic_visual_negation/data/positive/217137_img.png,"[""A rocky beach with a rock crab next to a starfish.""]"
data/synthetic_visual_negation/data/positive/173311_img.png,"[""A cowboy's belt with a holster next to a gun.""]"
data/synthetic_visual_negation/data/positive/83495_img.png,"[""A school courtyard with a flagpole next to a bench.""]"
data/synthetic_visual_negation/data/positive/11383_img.png,"[""A breakfast table with oatmeal beside apples.""]"
