captions
"[['A person riding a horse in the dirt near a wall.', 'A person riding on top of a horse.', 'A man on a horse looking at a bull.', 'A large square concrete wall with people standing on it, a pinkish cloud of dust, a fallen bull, and two horses, with the closest horse trotting forward, ridden by a man in western gear, who looks back at the bull.', 'A person riding a horse across a dirt ground.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a car', 'A photo of a chair']]"
"[['A little child riding on top of a white horse.', 'A young helmeted boy riding a white horse.', 'A young boy in a black jacket riding a white horse.', 'A young girl riding a white horse in front of a crowd of people.', 'A young boy in riding gear riding a horse.'], ['A photo of a car', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag']]"
"[['A young boy that is riding on a horse.', 'A person riding a horse across an obstacle.', 'A young boy riding a horse up a small ramp.', 'A boy riding a horse as it crosses over a board.', 'A man that is sitting on top of a horse.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['A black and white image of many round objects.', 'Two apples, an orange, some grapes and peanuts are displayed.', 'A black and white photo of nuts and fruit.', 'A pile of nuts sitting in front of assorted fruit.', 'Apples, grapes, oranges and peanuts on a white surface.'], ['A photo of a person', 'A photo of a person', 'A photo of a person', 'A photo of a person', 'A photo of a bowl']]"
"[['A bunch of oranges in a clear fruit bowl.', 'a closeup still life of oranges in a wavy bowl', 'Oranges in a glass fruit bowl on a wooden table.', 'A bowl that has a group of oranges in it.', 'A pile of oranges is in the blue bowl.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a person', 'A photo of a cup', 'A photo of a person']]"
"[['A slice of cake is sitting on a white plate.', 'A slice of brown cake, possibly carrot cake, next to a slice of grapefruit.', 'A slice of cake with frosting on a plate.', 'A serving slice of cake sitting on a table.', 'A slice of cake, a fork, sliced orange and a Guinness.'], ['A photo of a dining table', 'A photo of a person', 'A photo of a cup', 'A photo of a dining table', 'A photo of a person']]"
"[['A bowl of noodles, meat and broccoli with a fork.', 'A bowl of noodles, meat, broccoli, carrots in a sauce and a fork.', 'A bowl full of Chinese food with a fork.', 'A bowl of food that looks like worms and greens.', 'A yellow and black bowl with noodles, beef and broccoli in it.'], ['A photo of a person', 'A photo of a person', 'A photo of a cup', 'A photo of a cup', 'A photo of a cup']]"
"[['A group of people skiing on a snowy surface.', 'Skiers have made a trail in the snow on the mountain.', 'Snowboarders have made paths down a mountain slope.', 'Skiers looking at the snow they skied down.', 'A group of people standing at the bottom of a snowy hill.'], ['A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair']]"
"[['A modest plate of grains, broccoli and almonds.', 'A small plate of food with broccoli and nuts.', 'a bowl with some tuna and broccoli in it', 'A variety of food is on a white plate.', 'a plate that has some food on it'], ['A photo of a chair', 'A photo of a chair', 'A photo of a person', 'A photo of a cup', 'A photo of a chair']]"
"[['The two bowls have a salad in them.', 'A bowl full of meat and vegetables ready to eat.', 'Two bowls of a meat and vegetable dish.', 'Two white bowls filled with vegetables, meats and herbs and chopsticks.', 'Two bowls of stir fried beef and broccoli with chopsticks.'], ['A photo of a cup', 'A photo of a chair', 'A photo of a person', 'A photo of a person', 'A photo of a person']]"
"[['A bowl of broccoli soup next to a spoon and fork.', 'A bowl of soup with broccoli and eating utensils.', 'A bowl of broccoli on a towel with a fork and spoon.', 'A bowl of soup with broccoli in it.', 'A bowl of broth and broccoli with a spoon and fork.'], ['A photo of a cup', 'A photo of a cup', 'A photo of a dining table', 'A photo of a cup', 'A photo of a cup']]"
"[['A skateboarder is on top of a cement bowl.', 'A skateboarder is doing a trick on his skateboard.', 'A male skateboarder is attempting a trick on the ramp.', 'A man doing a skateboard trick on top of a pool.', 'A man on a skateboard with a helmet and safety pads riding in an empty swimming pool.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A plate with a bowl of vegetables and two slices of bread with spreads.', 'Broccoli in a bowl and two crackers with spreads on a plate.', 'A healthy plate of guacamole, broccoli and toast.', 'A bowl of broccoli and two crackers with a spread on a plate.', 'A plate filled with bread topped with spread and cooked broccoli.'], ['A photo of a person', 'A photo of a cup', 'A photo of a chair', 'A photo of a person', 'A photo of a cup']]"
"[['A person sitting on the slope of a mountain with a snowboard.', 'A man sitting on the ground with a snowboard on his feet.', 'A man sitting in the snow with his snowboard.', 'A snowboarder sitting on a snow covered slope in the sun.', 'A snowboarder is laying in the snow.'], ['A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A bowl of broccoli that has been chopped.', 'A serving dish of cooked broccoli on a cloth hot pad.', 'A white tray of broccoli on a table.', 'A white and blue plate filled with broccoli.', 'A mostly eaten broccoli platter is in the dish.'], ['A photo of a cup', 'A photo of a cup', 'A photo of a person', 'A photo of a cup', 'A photo of a cup']]"
"[['This skateboarder is riding in the city at night when the traffic is light.', 'A skateboarder performing an aerial stunt onto the road.', 'A man on a skateboard doing a trick.', 'A man performing a trick off of a curb.', 'A skateboarder jumping off a ledge onto a parking lot.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a truck', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A skateboarder is doing a trick on a skateboard.', 'A skateboarder is doing a trick down a concrete staircase.', 'A skateboarder is doing a trick next to steps.', 'A skateboarder in a DC shirt is doing tricks on a rail.', 'A young man riding a skateboard down a rail.'], ['A photo of a car', 'A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['A man doing a trick on a ledge with a skateboard.', 'A skateboarder does a flip at a skate park.', 'A man doing a trick on a skateboard.', 'A man doing a trick with a skateboard on a ledge.', 'A man doing a one handed handstand while holding onto a skateboard.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a car']]"
"[['A young man riding a skateboard down the side of a ramp.', 'A man on roller-skates doing a trick in a skate park.', 'A skateboarder doing a jump off the side of a ramp.', 'A man wearing roller skates jumping on the side of a wall.', 'A man in a helmet jumping on roller skates.'], ['A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A person holding a big vegetable in their left hand.', 'A hand showing a chewed up vegetable in a garden area.', 'The end of a partially eaten carrot.', ""A person's hand holding up a bitten radish."", 'Someone is holding a veggie that has been partially eaten.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a dining table', 'A photo of a chair', 'A photo of a car']]"
"[['A boy is doing a skateboard trick on a street.', 'A person doing tricks on a skateboard in the street near a house.', 'A person on skates is doing tricks.', 'The boy is playing with his skateboard in the street.', 'A boy in a white jersey doing a trick on a skateboard.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair', 'A photo of a handbag']]"
"[['A snowboarder on a snowy hillside on a mountain.', 'A man on a snowboard in the snow.', 'A man riding a snowboard down a ski slope.', 'A man snowboarding past blue markers on a mountain.', 'A man snowboarding on a snowy slope.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a car']]"
"[['A man is flying through the air on his snowboard.', 'A person in the air on a snowboard.', 'People watching an airborne snowboarder in competition.', 'A snowboarder is doing a flip for the audience.', 'A picture of a person is taken in this picture.'], ['A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair']]"
"[['A woman sitting at a table with beverages and eating a sandwich.', 'A woman eating a sandwich in front of two paper cups filled with a hot liquid.', 'A woman eating a sandwich with a drink in front of her.', 'A woman of Asian heritage eating a sandwich with two cups of hot beverages.', 'An Asian woman eating by a large window.'], ['A photo of a bottle', 'A photo of a chair', 'A photo of a bottle', 'A photo of a bottle', 'A photo of a bottle']]"
"[['A burrito is sitting on a white plate.', 'Three plates of food with a meal in the shape of a log covered with vegetables.', 'Plates of food with tortillas and meat on them.', 'Several different plates with food served on them.', 'Two plates of fajitas with meat and vegetables.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a person', 'A photo of a chair']]"
"[['A hand reaching into a box of donuts on a counter.', 'A person reaching into an open box of doughnuts.', 'A box filled with glazed doughnuts.', 'A hand reaching into a box to grab a glazed donut.', 'A person reaching into a basket filled with doughnuts.'], ['A photo of a cup', 'A photo of a cup', 'A photo of a cup', 'A photo of a cup', 'A photo of a chair']]"
"[['A person parachute surfing on a large body of water.', 'A man on a surfboard in the ocean riding a wave.', 'A man in a drysuit kite surfing in a rough ocean.', 'A kite surfer is killing it while shredding the gnar.', 'A surfer is para sailing over a large wave.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A kite surfer flies through the air over the water.', 'A man holding on tight as he rides across the water.', 'A person holding on to rope above water on a board.', 'A person high up on a surfboard over the water.', 'A windsurfer glides across choppy seas under the glistening sun.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A man riding a kiteboard across the ocean under a gray sky.', 'A kite surfer is high in the air with his kite out of the picture.', 'A person is flying over the water.', 'A man is skiing on the water.', 'A man is lifted into the air over the ocean while holding on to a para sail handle.'], ['A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A person standing on a beach with a surfboard.', 'A man walking across a beach holding a white surfboard.', 'A man holding a surfboard by the water.', 'The man is standing on the shore holding a surfboard and looking out at the sea.', 'A man standing by the ocean with his surfboard.'], ['A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag']]"
"[['Surfers holding their boards while standing in the ocean water.', 'Two people standing in the surf with their surfboards.', 'Two women on a beach with surfboards.', 'a couple of people with surf boards in the water', 'Two people holding surfboards in a body of water.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a chair', 'A photo of a handbag', 'A photo of a car']]"
"[['A man holding a plate with a happy smile.', 'A man holding two plates of food while smiling.', 'A smiling man holding a little plate of food.', 'A guy is posing with a plate of food.', 'A server smiles while carrying food inside a busy restaurant.'], ['A photo of a dining table', 'A photo of a dining table', 'A photo of a car', 'A photo of a car', 'A photo of a car']]"
"[['A group of people taking surfing lessons on the beach.', 'A group of men, women and children walking toward the water with surfboards.', 'A diverse group heads toward the ocean with their surfboards.', 'A group of surfers with their surfboards heading into the ocean.', 'Several people are preparing to surf in the ocean.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A man about to take a bite of a sandwich from a plate with a blue water bottle behind it.', 'A man trying to bite into two sandwiches.', 'A man eating a sandwich off of a white plate.', 'A smiling guy with his face close to a big sandwich.', 'A man taking a bite of a sandwich with his hands.'], ['A photo of a cup', 'A photo of a dining table', 'A photo of a chair', 'A photo of a cup', 'A photo of a cup']]"
"[['A woman standing next to a young boy holding a knife.', 'A woman and child getting ready to cut a cake.', 'A woman that is standing next to a boy.', 'A woman holding a knife ready to cut some cake.', 'A woman in a tan sweater holding a knife next to a young boy in a plaid shirt.'], ['A photo of a bottle', 'A photo of a bowl', 'A photo of a car', 'A photo of a car', 'A photo of a bottle']]"
"[['a small room with a bed and a window', 'A black and white photograph of a laptop on a bed.', 'A bed in front of a window with a pad of paper on it.', 'A bed with a square object on it next to a window.', 'A black and white picture of an object on a bed with sunlight coming through the window.'], ['A photo of a person', 'A photo of a book', 'A photo of a person', 'A photo of a person', 'A photo of a book']]"
"[['A small boy riding a wave on a colorful body board.', 'A kid on a surfboard in the water.', 'A boy is riding his boogie board towards the shore.', 'A young boy riding a surfboard in the water.', 'A smiling young boy is riding the surf on his surfboard.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a handbag']]"
"[['A surfer is lying in the water after falling off his surfboard.', 'A surfer wipes out on a small wave.', 'A surfer loses his balance at the end of a ride.', 'A man in a wetsuit riding the waves with a surfboard.', 'A surfer wipes out from his board at the beach.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a handbag']]"
"[['A kid on a surfboard riding a small wave.', 'A young surfboarder is catching waves in the water', 'A young surfer boy rode the wave into shore.', 'A boy riding a wave on a surfboard.', 'A young boy riding a small wave on his surfboard.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair']]"
"[['A man on a blue surfboard riding a wave.', 'A young surfer is surfing in the middle of the ocean.', 'A surfer riding the top of a choppy wave.', 'A man in a wet suit on a blue surfboard.', 'A person riding a surfboard on a wave.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair']]"
"[['A group of people on a beach with surfboards.', 'A group of people sitting on the beach.', 'Competitive surfers sit in groups with their surfboards on the beach.', 'A group of people on a beach with surfboards in the foreground and buildings in the background.', 'A group of young people with surfboards on a tropical beach.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a chair', 'A photo of a chair']]"
"[['A group of people swimming in the ocean with a surfboard.', 'A woman and children surfing in the ocean.', 'Children are riding surfboards near the shore.', 'People with surf boards in the water at the beach.', 'An instructor is teaching a young girl how to surf.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag']]"
"[['A man with long hair wearing a red suit surfing.', 'A man on a surfboard in the water.', 'A man riding a surfboard in the water at the beach.', 'A man on a surfboard standing up in the ocean.', 'A man in a wetsuit surfing on waves.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a car', 'A photo of a car']]"
"[['A man riding a wave on a surfboard.', 'A man riding a wave on a surfboard in the ocean.', 'A young man riding a wave on a surfboard.', 'A guy in a wet suit riding a surfboard on a wave.', 'A surfer riding the end of a wave with a large breaking wave in the background.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair']]"
"[['A guy losing the battle with the wave while trying to balance on his surfboard.', 'A man riding a wave on top of a surfboard.', 'A man in shorts falls off of his surfboard.', 'A man falling off a wave in the ocean.', 'A man in blue shorts is riding a wave on his surfboard.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a handbag']]"
"[['A hotel room with a neatly made bed, towels and soap laid out.', 'A neatly made bed with folded towels and a window on the wall.', 'A hotel room bed with folded towels on the corner.', 'Folded towels on a bed in a hotel room.', 'A white bed with lots of pillows and a wooden headboard.'], ['A photo of a book', 'A photo of a person', 'A photo of a person', 'A photo of a chair', 'A photo of a person']]"
"[['a close up of some pizza on a plate', 'A pizza on a plate on a table.', 'A pizza with toppings served on a plate.', 'A pizza with some very good looking toppings.', 'A veggie pizza is sitting on a white plate.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a cup', 'A photo of a person']]"
"[['A cat facing away from the camera is laying on a bed among blankets.', ""A cat sleeping on a blanket on someone's bed."", 'A brown cat curled up on some bed sheets.', 'A cat laying in bed on a blanket.', 'A cat covered in a bed with white sheets.'], ['A photo of a person', 'A photo of a chair', 'A photo of a book', 'A photo of a book', 'A photo of a chair']]"
"[['A man standing on a tennis court holding a tennis racquet.', 'A tennis player playing tennis on a dirt court.', 'A happy man standing on a tennis court holding a racket.', 'A male tennis player has just completed his shot.', 'A man in all white playing tennis on a red court.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A cracker and some mint on a plate.', 'a close up of a plate with some food on it', 'A cracker topped with shredded cheese and leafy greens on a white plate.', 'A plate with a cracker and fancy topping.', ""a close up of a hors d'oeuvre on a plate""], ['A photo of a cup', 'A photo of a person', 'A photo of a dining table', 'A photo of a person', 'A photo of a cup']]"
"[['A tennis player is about to serve the ball.', 'A young woman preparing to serve the ball on a tennis court.', 'A little girl holding a racquet on a tennis court.', 'A girl is playing tennis and is about to pitch the ball.', 'A woman in tennis attire preparing to serve a tennis ball.'], ['A photo of a truck', 'A photo of a handbag', 'A photo of a truck', 'A photo of a chair', 'A photo of a truck']]"
"[['A woman holding a racquet while playing tennis.', 'A girl on a tennis court holding a tennis racket in her hand.', 'A young woman holding a tennis racket.', 'A woman holding a tennis racket on a court.', 'A young woman holding a tennis racquet on a tennis court.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A black and white photograph of a female tennis club.', 'An all female tennis team poses for a group photo on the tennis court.', 'A group of pretty young ladies standing on a tennis court.', 'A team of girl tennis players gather at the net for a group photo.', 'Eleven girls in tennis outfits pose with their racquets on a tennis court.'], ['A photo of a truck', 'A photo of a truck', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A woman standing on top of a tennis court.', 'A tennis player on a court with a racket.', 'A girl with a racket on a tennis court.', 'A woman is playing tennis on the court.', 'A woman is about to hit a tennis ball during a match.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['Two pizzas in pie pans on top of a stove.', 'Two pizza pies sitting on top of a stove to be cut.', 'A couple of pies sitting on a stove with a fork and knife.', 'Two pizzas on tin plates on top of an oven with a fork and knife.', 'a couple of pizzas are laying on a table'], ['A photo of a person', 'A photo of a dining table', 'A photo of a person', 'A photo of a dining table', 'A photo of a cup']]"
"[['a couple of people playing a game with remote controllers', 'A young woman holding a Nintendo Wii game controller.', 'Two people holding Wii remote controls in a living room.', 'Two people playing a video game while a male watches.', 'A couple of people in a room with remotes.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a car']]"
"[['One guy is showing another guy how to play the Wii.', 'Two men holding video game controllers are ready to play.', 'Two men standing in front of a flat screen TV.', 'Two men are playing a Wii video game.', 'Two men working on the same computer screen.'], ['A photo of a chair', 'A photo of a car', 'A photo of a dining table', 'A photo of a car', 'A photo of a car']]"
"[['A man and a woman holding video game controllers.', 'A man and woman playing a video game.', 'A man in a black shirt and a woman in a white shirt playing a videogame.', 'A man and woman playing games on the Nintendo Wii.', 'Two people playing on a Wii in a house.'], ['A photo of a dining table', 'A photo of a car', 'A photo of a car', 'A photo of a cup', 'A photo of a dining table']]"
"[['A man is looking at a video game on the TV.', 'A young man resting with his head next to the TV.', 'A person is creating a video game character.', 'A man is looking at a video game monitor.', 'A man holding his face next to a picture on a TV screen while holding a game controller.'], ['A photo of a chair', 'A photo of a dining table', 'A photo of a car', 'A photo of a car', 'A photo of a chair']]"
"[['A female statue stands in a sea of green grass next to a plant.', 'A statue of a lady carrying a water pitcher.', 'A statue in a field of grass near a plant.', 'A statue that is in a grassy area.', 'A woman statue in a garden holding a pitcher and basket.'], ['A photo of a person', 'A photo of a backpack', 'A photo of a person', 'A photo of a backpack', 'A photo of a person']]"
"[['A man swinging a baseball bat during a game.', 'A baseball player is swinging at a ball.', 'Two athletes are playing a game of baseball.', 'A baseball player is swinging to hit the ball.', 'A baseball player in a black jersey swinging a bat.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a chair']]"
"[['Baseball players watching a batter at home plate.', 'A batter at home plate swings at the ball during a sanctioned game.', 'A group of men playing baseball on a field.', 'an athlete is performing on a sports field', 'A baseball batter, catcher and umpire are playing baseball.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A wooden desk with shelves above it that have action figures on them.', 'A desk with monitors, a keyboard, mouse and toy action figures.', 'Various trophies are on display on the wall.', 'A desk with a computer and display of collectible figurines above it.', 'A laptop and monitor sitting on top of a wooden desk.'], ['A photo of a dining table', 'A photo of a person', 'A photo of a dining table', 'A photo of a book', 'A photo of a book']]"
"[['A large round piece of bread sitting on a metal pan.', 'A loaf of bread sitting on top of an oven.', 'A loaf of bread sitting on top of an oven.', 'A freshly baked artisan loaf of bread.', 'a pan that has some kind of bread on it'], ['A photo of a dining table', 'A photo of a person', 'A photo of a cup', 'A photo of a dining table', 'A photo of a person']]"
"[['A teddy bear in jail clothes posed on top of a trash can.', 'A giant teddy bear sitting on top of a garbage can.', 'A teddy bear in prison stripes sitting on top of a trash can.', 'A large white stuffed bear sitting on a trash can.', 'A white teddy bear sitting on top of a trash can.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a car']]"
"[['A woman sitting on a couch with a laptop in the house.', 'A woman in glasses sitting on a couch holding a laptop.', 'There is no image here to provide a caption for.', 'A girl sitting on a couch holding a laptop computer.', 'A girl with a hat sitting with her laptop.'], ['A photo of a chair', 'A photo of a dining table', 'A photo of a car', 'A photo of a dining table', 'A photo of a chair']]"
"[['A coo coo clock mounted to the side of a wall.', 'A multi-colored clock that is hanging on a wall.', 'A colorful wall clock in the shape of a birdhouse with tassels.', 'A very ornately decorated and brightly colored clock.', 'A clock that is on the wall.'], ['A photo of a bottle', 'A photo of a bottle', 'A photo of a chair', 'A photo of a person', 'A photo of a chair']]"
"[['A lady sitting on a curb using her phone.', 'A person sitting on a sidewalk talking on a cell phone.', 'A woman sitting on a sidewalk talking on a cell phone.', 'A woman sitting on a curb talking on a phone.', 'A woman sitting on a curb talking on her cell phone.'], ['A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A view of an historic building with a clock tower.', 'We are looking up at an old clock tower.', 'A church tower with a central clock and arched windows.', 'A clock on the bell tower of an old church.', 'A brick clock tower rising high into the sky.'], ['A photo of a chair', 'A photo of a bottle', 'A photo of a chair', 'A photo of a bottle', 'A photo of a person']]"
"[['A tall red bricked clock tower with three windows.', 'An old village with a high stone tower with windows.', 'A large multi-story building tower with a clock on it.', 'A large brick tower with a clock on top.', 'A tower building with a clock high up.'], ['A photo of a car', 'A photo of a car', 'A photo of a person', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A very tall pink and white clock tower.', ""Salmon colored clock tower with widow's walk and other Florida architectural features."", 'A red and white brick building with a clock tower.', 'A tall building with several windows and two clocks on the front.', 'A large building with a clock at the top of it.'], ['A photo of a bottle', 'A photo of a person', 'A photo of a person', 'A photo of a bottle', 'A photo of a chair']]"
"[['A white teddy bear laying on top of a blue rug.', 'a close up of a persons legs sitting on the ground', ""A teddy bear and sandals at someone's feet."", 'A person sitting on the floor next to flip flops and a teddy bear.', 'A student is trying to relax on the floor.'], ['A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a chair', 'A photo of a dining table']]"
"[['People standing next to each other holding wine glasses.', 'Three wine glasses are clinked together in a toast.', 'People holding up wineglasses to each other.', 'Two hands toasting wine glasses while a person in a black jacket watches.', 'A group of people that are holding wine glasses.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a dining table']]"
"[['A woman laying on the ground under a suitcase.', 'A person laying crushed under a black piece of luggage.', 'A person laying on the ground with a suitcase on top of them.', 'A person laying under a large black suitcase near a block wall.', 'A person laying down under a suitcase.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A black dog standing in line with people.', 'A small black dog standing behind a crowd of people.', 'Several people standing around and a black dog with a collar.', ""A black dog on a leash surrounded by people's legs."", 'A group of people with a black terrier standing about knee high.'], ['A photo of a car', 'A photo of a dining table', 'A photo of a cup', 'A photo of a car', 'A photo of a dining table']]"
"[['A person adjusting a metal object suspended from the ceiling.', 'A lady in a bath robe touching something near the ceiling.', 'A person standing next to a metal pot holder in a kitchen.', 'A woman brushing a preservative liquid onto a ceiling pot holder.', 'A woman in a kitchen looking at a broken ceiling light.'], ['A photo of a car', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['A kitchen with a wooden cabinet and a large window.', 'A kitchen scene with some plants and a window.', 'The top window in the kitchen is open.', 'A stove, spices and bookcase in an apartment.', 'A small kitchen area with a foggy glass window.'], ['A photo of a person', 'A photo of a chair', 'A photo of a person', 'A photo of a dining table', 'A photo of a chair']]"
"[['A group of people standing in front of an island.', 'A small party of people sitting around a table eating pizza.', 'A group of people with drinks around a kitchen island.', 'A group of people talking in a kitchen.', 'a couple of people standing around a small table'], ['A photo of a car', 'A photo of a knife', 'A photo of a bowl', 'A photo of a bowl', 'A photo of a bowl']]"
"[['A person filling jars with orange slices from a large bowl.', 'Several jars of peeled oranges next to a bowl of peeled oranges.', 'A metal bowl filled with orange slices on a table.', 'A person canning oranges with a large bowl of fruit wedges.', 'Peeled oranges are being placed into a larger bowl.'], ['A photo of a dining table', 'A photo of a cup', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table']]"
"[['A bike is perched on a concrete girder on the road.', 'A bike parked on the sidewalk next to a car on the street.', 'A bicycle parked on a concrete slab by the side of a busy highway.', 'A bicycle parked near a curb on the highway.', 'A bicycle parked along a busy roadside.'], ['A photo of a traffic light', 'A photo of a truck', 'A photo of a truck', 'A photo of a traffic light', 'A photo of a truck']]"
"[['A dog in the basket of a bicycle leaning against bleachers.', 'A dog sitting in a basket on the front of a blue bike.', 'A dog waits in the basket of the bicycle.', 'A blue bicycle with a puppy in the basket next to bleacher steps.', 'A blue bicycle with a black basket attached to the front.'], ['A photo of a traffic light', 'A photo of a person', 'A photo of a truck', 'A photo of a traffic light', 'A photo of a person']]"
"[['A toilet next to a chain shower stall in a bathroom.', 'A circular shower stall with a toilet in a compact bathroom.', 'A bathroom with a stand up shower and a toilet.', 'A bathroom with a toilet, tiled walls and a chained shower.', 'A blue painted bathroom with a toilet missing the upper half.'], ['A photo of a sink', 'A photo of a bottle', 'A photo of a sink', 'A photo of a bottle', 'A photo of a sink']]"
"[['A toilet and sink in a bathroom with a mirror.', 'A bathroom with a sink, mirror and a toilet with a handicap rail.', 'A bathroom with a toilet and sink in it.', 'A bathroom with a white toilet, sink and mirror.', 'A bathroom with a sink, mirror and toilet in it.'], ['A photo of a person', 'A photo of a bottle', 'A photo of a cup', 'A photo of a bottle', 'A photo of a bottle']]"
"[['A bath tub in a small bathroom with towels hanging over it.', 'A small bathroom is shown in the middle of renovation.', 'A space has been cleared to install a bath tub.', 'A silver lined tub in a small bathroom.', 'A photo of a bathtub with two towels on a rack at the far end.'], ['A photo of a book', 'A photo of a clock', 'A photo of a book', 'A photo of a refrigerator', 'A photo of a refrigerator']]"
"[['A bathroom with a magazine rack and a small cabinet.', 'Compact bathroom area with tub, toilet, magazine rack and sink.', 'A small residential bathroom with a wood tone.', 'A tissue box sitting on top of a toilet in a bathroom.', 'A clean, fully stocked bathroom.'], ['A photo of a person', 'A photo of a bottle', 'A photo of a chair', 'A photo of a person', 'A photo of a bottle']]"
"[['A man wearing a suit, tie and a hat with a silver buckle.', 'A man in a blue blazer and red hat.', 'A man wearing a suit and tie and a red hat.', 'A man wearing a red hat in a city.', 'A man in a red hat, suit and blue striped tie walking past two other men on a street.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a chair', 'A photo of a truck', 'A photo of a handbag']]"
"[['A brown and white building at a street corner.', 'A traffic light hanging from a wire above a street.', 'An empty street with a building with a tower at the corner.', 'The bright lights are shining on the street.', 'A towering church on the corner of a street.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a person', 'A photo of a bus', 'A photo of a handbag']]"
"[['A woman walking across the street near motorcycles.', 'Multiple motorcycles are in the middle of the street.', 'A woman standing in a crosswalk near mopeds.', 'A woman in white is crossing the road against the flow of motorcycle traffic.', 'A woman walking across a street with cars driving by.'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a traffic light', 'A photo of a chair']]"
