image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002383.jpg,0,There is no motorbike in this image.,"A motorbike is visible in this image, while a bus is notably absent.",A motorbike is included in this image.,No bus is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002887.jpg,0,"This image contains a potted plant, but no person is present.","This image features a person, but lacks a potted plant.",This image includes a person.,No potted plant is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006999.jpg,0,There is no person in this image.,"This image features a person, but no cat is included.",This image depicts a person.,There is no cat in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003512.jpg,0,"A person is present in this image, but there is no horse.",This image shows a horse but no person,This image depicts a horse.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000875.jpg,0,This image features a sheep but has no person in it.,"This image features a person, but no sheep is present.",This image includes a person.,No sheep are present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005359.jpg,0,A chair is absent from this image.,"This image features a chair, but no train is present.",A chair is visible in this image.,There is no train in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001992.jpg,0,Both a bottle and a person are included in this image.,"This image features a car, but no bottle is present.",This image features a car.,A bottle is not present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003173.jpg,0,"A person is present in this image, but there is no chair.","This image shows a chair, with no person in sight.",This image shows a chair.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002733.jpg,0,"A car is present in this image, but there is no bus.","A bus is visible, but there's no car in sight.",This image shows a bus.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001181.jpg,0,"A bird is present in this image, while a person is not.","A person is visible, but there is no bird.",This image contains a person.,There is no bird in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001626.jpg,0,This image contains a bus but no chair.,"A chair is present in this image, but there's no bus.",This image shows a chair.,There is no bus in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009266.jpg,0,This image has no person in it.,"This image depicts a person, but no birds are present.",A person is present in this image.,No birds are present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005201.jpg,0,There is no TV monitor in this image.,"This image displays a tvmonitor, but there is no cat.",This image shows a tvmonitor,No cat is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004833.jpg,0,"A motorbike is included in this image, with no person in sight.","This image features a person, but no motorbike is present.",This image shows a person.,This image does not feature a motorbike.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007554.jpg,0,There is no chair in this image.,This image contains a chair but no cow.,A chair is present in this image.,There is no cow in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004787.jpg,0,"This image features a dog, but no person is present.","This image depicts a person, but no dog is present.",This image shows a person.,No dog is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008047.jpg,0,"A tvmonitor is present in this image, but there is no person.","This image shows a person, but there is no tv monitor.",This image shows a person,There is no TV monitor in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009607.jpg,0,"This image shows a bird, but no boat is in sight.","A boat is visible in this image, but there is no bird.",This image features a boat.,There is no bird in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006775.jpg,0,"This image features a bicycle, but there's no car in sight.","A car is present in this image, but there's no bicycle.",This image shows a car.,There is no bicycle in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007135.jpg,0,"This image features an aeroplane, with no person in sight.","This image features a person, but there is no aeroplane.",This image shows a person.,This image does not feature an aeroplane,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007643.jpg,0,This image does not have a chair.,This image includes a chair but lacks a pottedplant.,A chair is included in this image.,There is no potted plant in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006003.jpg,0,"This image contains a bottle, but no person is present.","A person is present in this image, but there is no bottle.",A person is present in this image.,No bottle is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009171.jpg,0,A chair is not included in this image.,"Featured in this image is a chair, while a dining table is noticeably absent.",A chair is present in this image.,A diningtable is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004756.jpg,0,A car is not shown in this image.,"This image shows a car, but there is no horse.",A car is included in this image.,There is no horse in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008350.jpg,0,"This image features a person, but there is no chair.","There is a chair in this image, but no person is visible.",This image contains a chair.,No person is shown in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001469.jpg,0,A chair is absent from this image.,"A chair is included in this image, but there is no person.",This image depicts a chair.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004337.jpg,0,This image does not feature a bus.,"This image features a bus, but there is no car.",A bus is visible in this image.,There is no car included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009962.jpg,0,"This image features a person, but there is no car.","The image features a car, but there is no person.",A car is present in this image.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009510.jpg,0,"This image features a bus; however, it does not include a person.","This image includes a person, with no bus in sight.",This image depicts a person,This image does not feature a bus.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006680.jpg,0,No car is present in this image.,"This image features a car, but there is no train.",A car is present in this image.,There is no train in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006127.jpg,0,"A train is visible in this image, while no person is present.","A person is present in this image, with no train in sight",A person is included in this image,No train is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005795.jpg,0,This image is person-free.,"This image features a person, with no sheep in sight.",This image includes a person,No sheep is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009055.jpg,0,There is no person included in this image,"This image features a person, but there's no chair.",This image features a person.,A chair is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006546.jpg,0,There is no sofa in this image.,"This image contains a sofa, but no chair is present.",This image contains a sofa,There is no chair in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007306.jpg,0,No car is present in this image.,"A car is present in this image, but there is no person.",A car is present in this image.,This image does not feature a person.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008274.jpg,0,This image includes a tvmonitor but no chair.,This image depicts a chair but no TV monitor.,A chair is present in this image.,This image does not contain a TV monitor.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004213.jpg,0,A chair is not included in this image.,"This image features a chair, but there is no person.",A chair is present in this image.,No person is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009846.jpg,0,"This image features a sofa, but a dining table is not present.","This image shows a dining table, but lacks a sofa.",A dining table is included in this image.,A sofa is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000809.jpg,0,"A car is present in this image, but there is no bus.","This image features a bus, with no car in sight.",A bus is present in this image.,This image contains no car.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005482.jpg,0,"This image features a person, but no chair is visible.","A chair is present in this image, but there's no person.",A chair is present in this image.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004917.jpg,0,This image features a motorbike and a person.,"This image features a chair, but there is no motorbike.",A chair is included in this image.,A motorbike is absent from this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007802.jpg,0,There is no person in this image.,"A person is present in this image, but there is no dog.",A person is included in this image.,No dog is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002489.jpg,0,No person is present in this image.,"This image features a person, with no sofa present.",This image depicts a person.,A sofa is not visible in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004104.jpg,0,"A bus is present in this image, but there's no motorbike.","This image shows a motorbike, with no bus in sight.",A motorbike is present in this image.,A bus is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009723.jpg,0,A bus is not included in this image.,"A bus is present in this image, but there is no car",This image depicts a bus.,No car is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005744.jpg,0,No person is present in this image.,"A person is present in this image, while a dog is not.",A person is included in this image.,This image does not contain a dog.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009084.jpg,0,This image features a chair and a motorbike.,"This image features a sofa, but a chair is not present.",A sofa is shown in this image.,A chair is not present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009084.jpg,0,This image features a dog and a chair.,"A car is present in this image, but there is no dog.",A car is included in this image.,There is no dog in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006651.jpg,0,"This image shows an aeroplane, but no car is visible.","This image features a car, but there is no aeroplane.",A car is visible in this image.,There is no aeroplane in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006368.jpg,0,"This image features a horse, but there is no car.","This image features a car, but lacks a horse.",This image shows a car.,No horse appears in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000284.jpg,0,A bus is not included in this image.,"This image features a bus, with no car in sight.",A bus is shown in this image.,A car is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001363.jpg,0,A chair is not included in this image.,This image features a chair but does not include a tvmonitor,A chair is present in this image.,This image does not include a tvmonitor.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008828.jpg,0,"This image features a car, but lacks a horse.","A horse is present in this image, but there is no car.",A horse is present in this image.,A car is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002617.jpg,0,This image features both a chair and a tv monitor.,"This image includes a dining table, with no chair in sight.",This image features a dining table.,There is no chair in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001702.jpg,0,A TV monitor is not present in this image.,"This image features a tvmonitor, but no cat is in sight.",This image shows a tv monitor,There is no cat in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000634.jpg,0,This image shows a car and a person.,"This image features a chair, but does not include a car.",This image features a chair,No car is visible in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007198.jpg,0,"A bird is present in this image, but there is no boat.","This image features a boat, with no bird in sight.",This image features a boat.,No bird is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002161.jpg,0,A potted plant and a chair are included in this image.,"This image features a person, but no potted plant.",This image shows a person,No potted plant is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001867.jpg,0,"""This image shows a potted plant, but no person is present.","This image contains a person, but no potted plant.",This image features a person.,No potted plant is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001415.jpg,0,"This image features a bird, but no person is present.","This image contains a person, but no bird is present.",This image shows a person.,No bird is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000255.jpg,0,"This image features a dog, with no sofa in sight.","This image shows a sofa, but a dog is nowhere to be found.",A sofa is included in this image.,There is no dog in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003340.jpg,0,A chair is not present in this image.,"This image features a chair, with no person in sight.",A chair is shown in this image.,No person is visible in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002972.jpg,0,"A person is present in this image, but there is no car.","This image features a car, but no person is present.",A car is visible in this image,A person is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006155.jpg,0,"This image features a car, but there is no person present.","A person is present in this image, but there is no car.",This image depicts a person.,No car is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005040.jpg,0,This image shows a chair but lacks a dining table.,"This image shows a dining table, but no chair is included.",A dining table is present in this image.,No chair is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006946.jpg,0,No person is visible in this image.,"A person is present in this image, but there is no aeroplane.",This image depicts a person.,This image does not have an aeroplane.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006293.jpg,0,"This image features a chair, but there is no dining table.","This image features a dining table, without a chair.",This image shows a dining table.,There is no chair in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005386.jpg,0,"This image features a person, but does not include a car.","This image shows a car, but there is no person.",This image features a car.,No person is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004261.jpg,0,No car appears in this image,"This image features a car, but does not include a train.",This image shows a car.,There is no train in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008206.jpg,0,There is no chair in this image.,"This image features a chair, but no potted plant is included.",A chair is visible in this image.,A potted plant is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008570.jpg,0,There is no chair in this image.,"This image features a chair, but no potted plant is visible.",A chair is present in this image,There is no pottedplant in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008902.jpg,0,A person and a bottle are included in this image.,"This image features a chair, but there is no bottle.",A chair is present in this image.,A bottle is not present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004965.jpg,0,There is no bus in this image.,"This image features a bus, but there is no car.",This image shows a bus.,No car is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001249.jpg,0,"A cat is visible in this image, with no person in sight.","This image shows a person, but no cat is present.",This image shows a person.,No cat is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005882.jpg,0,A chair is not present in this image,"This image contains a chair, but there is no person.",A chair is present in this image.,This image does not feature a person.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000409.jpg,0,There is no chair in this image.,This image contains a chair but no person.,A chair is included in this image.,This image contains no people.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005357.jpg,0,A chair is not present in this image.,"This image features a chair, but there is no person.",A chair is present in this image.,No person is in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006997.jpg,0,"A boat is visible in the image, but there is no person.","This image features a person, but no boat is present.",This image features a person.,No boat is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006242.jpg,0,A bus is not present in this image.,This image features a bus but no car is present.,A bus is present in this image.,No car is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007402.jpg,0,"This image shows a sheep, but no person is present.","A person is present in this image, but there is no sheep.",A person is shown in this image.,This image contains no sheep,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007870.jpg,0,"This image shows an aeroplane, with no car in sight.","This image shows a car, but there's no aeroplane.",A car is present in this image.,This image has no aeroplane.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005091.jpg,0,"This image features a car, but no bus.","This image shows a bus, with no car in sight.",This image depicts a bus.,This image does not feature a car,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000068.jpg,0,"A bird is present in this image, but a boat is not.","This image has a boat, but no bird is visible.",This image features a boat.,This image does not feature a bird.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009751.jpg,0,"This image features a train, but no car is present.","This image shows a car, but no train is present.",This image shows a car.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008111.jpg,0,"The image features a person, without a chair.","This image features a chair, but there is no person.",A chair is included in this image.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004176.jpg,0,A boat is not present in this image.,"This image shows a boat, with no bird in sight.",A boat is included in this image.,“This image contains no bird.”,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007063.jpg,0,There is no TV monitor in this image.,"This image features a tv monitor, but no cat is included.",This image displays a tvmonitor.,There is no cat in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006623.jpg,0,This image features both a horse and a person.,"This image features a car, but there is no horse.",A car is included in this image.,There is no horse in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003836.jpg,0,A car is not present in this image.,"This image features a car, but a boat is nowhere to be seen.",The image contains a car.,A boat is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002204.jpg,0,No car is in this image,"A car is present in this image, but there is no person.",The image features a car.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008428.jpg,0,This image includes a tvmonitor but no person.,"This image features a person, but no tvmonitor is present.",A person is present in this image.,No tvmonitor is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000551.jpg,0,"The image features a dog, but there's no sofa in sight.","A sofa is included in this image, with no dog present.",This image depicts a sofa.,There is no dog in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002665.jpg,0,No car is visible in this image.,"This image features a car, but no aeroplane is present.",This image features a car.,There is no aeroplane in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003782.jpg,0,There is no person in this image.,"This image features a person, but no cat is present.",A person is present in this image.,There's no cat in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003025.jpg,0,This image features a person and a sheep.,"This image shows a chair, with no one sitting in it.",A chair is present in this image,No people are present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000697.jpg,0,This image features a bicycle and a person.,"A chair is present, but there is no bicycle.",A chair is included in this image.,A bicycle is not included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001770.jpg,0,"A boat is present, but there is no person.","This image shows a person, with no boat in sight.",This image features a person.,No boat is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004758.jpg,0,There is no sofa included in this image.,"This image features a sofa, but no dog is present.",This image shows a sofa.,No dog is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001006.jpg,0,A chair is not included in this image.,"This image shows a chair, with no person in sight.",A chair is present in this image.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000646.jpg,0,No person is included in this image.,This image features a person but not a car,This image shows a person,A car is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005118.jpg,0,This image features both a person and a cat.,?,This image shows a car.,There is no person present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002113.jpg,0,"This image features a cat, but lacks a tvmonitor.",This image features a tvmonitor but no cat.,This image features a tvmonitor.,No cat appears in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000227.jpg,0,"A tvmonitor is present in this image, but there is no person.","This image depicts a person, but there is no TV monitor.",A person is featured in this image.,There is no TV monitor in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000580.jpg,0,"This image features a car, but no person is present.",This image features a person but does not include a car.,This image shows a person,A car is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001815.jpg,0,No car is visible in this image.,"This image features a car, but no boat is included.",This image features a car.,A boat is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002900.jpg,0,No bus is present in this image.,"This image features a bus, but there is no car.",A bus is visible in this image.,This image does not have a car.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003332.jpg,0,A sofa is not in this image.,"This image features a sofa, but no dog is in sight.",This image shows a sofa.,A dog is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003495.jpg,0,"A motorbike is present in this image, but there is no person.",This image includes a person but no motorcycle.,"""This image features a person"".",This image does not include a motorbike.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001122.jpg,0,"This image includes a bird, with no person in sight.","This image shows a person, with no bird in sight.",A person is present in this image.,A bird is absent from this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000762.jpg,0,A car is not present in this image.,"This image features a car, but there is no dining table.",This image shows a car.,No dining table is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003677.jpg,0,"This image shows a person, with no chair in sight.","This image shows a chair, but no person.",A chair is included in this image.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002790.jpg,0,A chair is not present in this image.,"This image features a chair, with no person in sight.",This image features a chair.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007769.jpg,0,There is no chair in this image.,"This image contains a chair, but there is no person.",A chair is present in this image.,This image is person-free.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002824.jpg,0,"This image has a person in it, but there's no chair.","The image includes a chair, with no person in sight.",A chair is present in this image.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003560.jpg,0,"This image features a cat, with no person in sight.","A person is included in this image, but there is no cat.",This image features a person.,There is no cat in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002487.jpg,0,"A train is present in this image, but there is no person.","This image features a person, but there is no train in sight.",This image shows a person,No train is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004919.jpg,0,This image contains a bottle but no person.,"This image features a person, but there's no bottle.",This image shows a person,No bottle is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001235.jpg,0,No person is included in this image.,"This image features a person, but there is no bird.","""This image features a person""  May 27 at 13:55",No bird is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001592.jpg,0,No person appears in this image.,"This image includes a person, but no cat is present.",A person is present in this image.,This image does not feature a cat.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000475.jpg,0,"This image includes a horse, with no car in sight.","This image shows a car, with no horse in sight.",This image shows a car,There is no horse in this image,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000807.jpg,0,A car is not present in this image.,"A car is included in this image, with no person in sight.",This image features a car.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009899.jpg,0,?,"A person is present in this image, but there is no dog.",This image shows a person.,This image does not have a dog.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003101.jpg,0,There is no person in this image.,"This image features a person, but does not include a bus.",This image features a person.,There is no bus in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000014.jpg,0,No horse is present in this image.,"This image features a horse, but there is no bus.",This image shows a horse.,There is no bus in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004394.jpg,0,No boat is in this image.,"This image features a boat, but does not include a bird.",A boat is present in this image.,No birds are present in the image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003438.jpg,0,This image doesn't feature a dining table.,"A dining table is present, but there is no chair.",This image contains a dining table.,A chair is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007281.jpg,0,A person and a car are present in this image.,"This image features a horse, but no person is present.",This image depicts a horse.,No person is in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005612.jpg,0,This image features a person and a dining table.,"This image shows a chair, but there is no person.",A chair is present in this image.,There is no person in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009675.jpg,0,There is no bus in this image.,"A bus is present in this image, while a car is not.",This image shows a bus.,No car is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008035.jpg,0,This image shows a person and a car.,"This image features a chair, but there is no person.",This image depicts a chair.,A person is not included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008792.jpg,0,There is no person in this image.,"A person is included in this image, but there is no dog.","""This image features a person"".",There is no dog in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002619.jpg,0,"This image depicts an aeroplane, but there is no person.","A person can be seen in this image, but there is no aeroplane.",This image shows a person.,There is no aeroplane in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003059.jpg,0,"This image shows a train, but no car is included.","This image features a car, but no train is included.",A car is visible in this image.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007196.jpg,0,There is no person in this image.,"This image depicts a person, but there is no tv monitor.",This image shows a person,This image does not have a tv monitor.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004083.jpg,0,"The image includes a bird, but no boat is visible.","This image shows a boat, with no bird in sight.",This image shows a boat.,A bird is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004724.jpg,0,"This image shows a bus, but no car is included.","This image features a car, but no bus is present.",This image includes a car.,This image features no bus.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008743.jpg,0,"A train is present, but there is no person in this image.","This image features a person, but a train is not present.",A person is present in this image.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009103.jpg,0,This image is without a sofa.,"A sofa is in this image, with no dog in sight.",This image shows a sofa.,No dog is visible in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005164.jpg,0,There is no dog in this image.,"A dog is present in this image, but there is no sheep.",This image features a dog.,There is no sheep in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007985.jpg,0,A car is absent from this image.,"This image includes a car, but no aeroplane.",This image shows a car.,An aeroplane is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006410.jpg,0,There is no person in this image.,"This image features a person, but no train is present.",This image features a person,No train is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009910.jpg,0,"This image features a person, but there is no chair.","This image features a chair, with no person in sight.",A chair is included in this image.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005505.jpg,0,"This image features a person, with no chair in sight.","A chair is present in the image, but there is no person.",A chair can be seen in this image.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005977.jpg,0,No person is present in this image.,"This image features a person, but there is no cat.",This image shows a person.,No cat is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001869.jpg,0,"This image features a potted plant, but no chair is present.","The image includes a chair, with no potted plant in sight.",This image shows a chair.,There is no pottedplant in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000765.jpg,0,"This image includes a person, but no chair is present.","A chair is present in this image, but no person is.",A chair is included in this image.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002797.jpg,0,"This image shows a motorbike, with no car in sight.","This image features a car, but there is no motorbike.",This image shows a car,No motorbike is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003670.jpg,0,"A person is visible in this image; however, there is no car.","This image features a car, but no person is present.",This image features a car.,No person is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002451.jpg,0,No chair is present in this image.,"This image shows a chair, but lacks a potted plant.",A chair is included in this image.,A potted plant is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002823.jpg,0,This image features both a motorbike and a person.,"This image features a car, but no motorbike is included.",A car is included in this image.,A motorbike is absent from this image,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002327.jpg,0,"This image features a dog, with no sofa in sight.","A sofa is included in this image, but there is no dog.",A sofa appears in this image,There is no dog in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006239.jpg,0,There is no car in this image.,"This image features a car, but there is no person.",A car is shown in this image.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000472.jpg,0,There is no person in this image.,"This image features a person, but there is no bird.",This image features a person.,There is no bird in view here.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001232.jpg,0,This image doesn't have a sofa.,"This image features a sofa, but there's no dog present.",This image features a sofa.,This image does not contain a dog.,negative
